word,pronunciation,meaning1,meaning2,meaning3
acreage,'eikəridʤ,diện tích (tính theo mẫu Anh),,
cellular,'seljulə,(thuộc) tế bào,cấu tạo bằng tế bào,có phòng nhỏ; có ngăn nhỏ
legend,'ledʤənd,"truyện cổ tích, truyền thuyết","chữ khắc (trên đồng tiền, trên huy chương)","lời ghi chú, câu chú giải (trên tranh ảnh minh hoạ)"
redemption,ri'dempʃn,"sự mua lại, sự chuộc lại (vật cầm thế); sự trả hết (nợ)",sự chuộc (lỗi); sự bỏ tiền ra chuộc (một tù nhân),"sự thực hiện, sự giữ trọn"
module,,đơn vị đo,"<lý> môđun, suất",<kỹ> bộ phận tháo rời được (máy tính điện tử...)
hygiene,'haidʤi:n,vệ sinh,,
decomposition,",di:kɔmpə'ziʃn","(vật lý),  (hoá học) sự phân tích; sự phân ly, sự phân huỷ","sự thối rữa, sự làm mục rữa",
supplementary,",sʌpli'mentl","bổ sung, phụ thêm vào",(toán học) phụ,
contempt,kən'tempt,"sự coi khinh, sự coi thường, sự bỉ, sự khinh rẻ, sự khinh miệt","(pháp lý) sự xúc phạm; sự không tuân lệnh (quan toà, toà án)",(tục ngữ) thân quá hoá nhờn
ventilation,",venti'leiʃn","sự thông gió, sự thông hơi, sự quạt",(y học) sự lọc (máu) bằng oxy,sự đưa ra bàn luận rộng rãi
stimulate,'stimjuleit,"kích thích, khuyến khích",,
politically,pə'litikəli,về mặt chính trị,"thận trọng, khôn ngoan, khôn khéo; sáng suốt tinh tường, sắc bén (về chính trị...)","(nghĩa xấu) láu, mưu mô, xảo quyệt, lắm đòn phép"
homogeneous,",hɔmə'dʤi:njəs","đồng nhất, đồng đều, thuần nhất",,
sealed,,kín khít; được bịt kín,,
collision,kə'liʤn,"sự đụng, sự va","sự va chạm, sự xung đột",
hormone,'hɔ:moun,(sinh vật học) Hoocmon,,
provider,provider,người cung cấp,,
anthropology,",ænθrə'pɔlədʤi",nhân loại học,,
anatomy,ə'nætəmi,thuật mổ xẻ,khoa giải phẫu,bộ xương; xác ướp (dùng để học)
convert,kən'və:t,"người cải đạo, người thay đổi tín ngưỡng; người theo đạo (nguyện không theo đạo nào)",người thay đổi chính kiến,"làm đổi tôn giáo, làm đổi đảng phái"
initiation,"i,niʃi'eiʃn","sự bắt đầu, sự khởi đầu, sự khởi xướng","sự vỡ lòng, sự khai tâm, sự bắt đầu làm quen với (một bộ môn khoa học...)","sự chính thức làm lễ kết nạp, lễ kết nạp"
assertion,ə'sə:ʃn,sự đòi (quyền lợi...),"sự xác nhận, sự khẳng định, sự quả quyết, sự quyết đoán","điều xác nhận, điều khẳng định, điều quyết đoán"
medicare,,chương trình của chính phủ Mỹ về việc chăm sóc người già trên 65 tuổi,,
digest,'daidʤest,sách tóm tắt (chủ yếu là luật),"tập san văn học, tập san thời sự[di'dʤest]","phân loại, sắp đặt có hệ thống; tóm tắt có hệ thống"
efficacy,",efi'keiʃəsnis",tính có hiệu quả; hiệu lực,,
additionally,,"thêm nữa, ngoài ra",,
dutch,dʌtʃ,(thuộc) Hà-lan,(sử học) (thuộc) Đức,(xem) courage
peasant,'pezənt,nông dân,,
descent,di'sent,sự xuống,sự hạ thấp xuống (độ nhiệt...),sự dốc xuống; con đường dốc
doubtless,'dautlis,"chắc chắn không còn nghi ngờ gì nữa, không còn hồ nghi gì nữa",,
innovative,'inouveitəri,có tính chất đổi mới; có tính chất là một sáng kiến,,
intersection,",intə'sekʃn","sự giao nhau, sự cắt ngang","chỗ giao nhau, chỗ cắt ngang","(toán học) sự giao nhau; điểm giao, đường giao"
restraint,ris'treint,"sự ngăn giữ, sự kiềm chế","sự hạn chế, sự gò bó, sự câu thúc",sự gian giữ (người bị bệnh thần kinh)
penetration,",peni'treiʃn","sự thâm nhập, sự lọt vào, sự thấm qua","sự xuyên qua, sự xuyên vào",(quân sự) tầm xuyên qua (của đạn)
probation,probation,"sự thử thách (trước khi cho gia nhập tổ chức...), sự tập sự; thời gian thử thách, thời gian tập sự",(pháp lý) sự tạm tha có theo dõi; thời gian tạm tha có theo dõi,
cane,kein,"cây trúc, cây mía ((cũng) sugar cane); cây lau","cây mây, sợi mây (để đan mặt ghế...)","can, ba toong, gậy"
burial,'beriəl,"việc chôn cất, việc mai táng",,
prompt,prompt,xúi giục; thúc giục; thúc đẩy,"nhắc, gợi ý","gợi, gây (cảm hứng, ý nghĩ...)"
urge,:d,"sự thúc đẩy, sự thôi thúc","thúc, thúc giục, giục gi","cố nài, cố gắng thuyết phục"
altitude,'æltitju:d,độ cao ((thường) so với mặt biển),"(số nhiều) nơi cao, chỗ cao, đỉnh cao",địa vị cao
inference,'infərəns,"sự suy ra, sự luận ra","điều suy ra, điều luận ra; kết luận",
apt,æpt,"có khuynh hướng hay, dễ","có khả năng, có thể","có năng khiếu; có năng lực, tài, giỏi; nhanh trí, thông minh"
detector,di'tektə,"người dò ra, người tìm ra, người khám phá ra, người phát hiện ra",máy dò,(rađiô) bộ tách sóng
citation,sai'teiʃn,"sự dẫn, sự trích dẫn","câu trích dẫn, đoạn trích dẫn",(pháp lý) trát đòi hầu toà
implicit,im'plisit,"ngấm, ngấm ngầm; ẩn tàng",hoàn toàn tuyệt đối,(toán học) ẩn
moderately,,ở một mức độ vừa phải; không nhiều lắm; trầm lặng,,
dock,dɔk,(thực vật học) giống cây chút chít,khấu đuôi (ngựa...),dây đuôi (dây yên buộc vào khâu đuôi ngựa)
eighth,eitθ,thứ tám,một phần tám,người thứ tám; vật thứ tám; ngày mồng tám
utilize,'ju:tilaiz,"dùng, sử dụng",lợi dụng,
tribute,'tribju:t,"vật cống, đồ cống",vật tặng để tỏ lòng kính trọng; cái để tỏ lòng tôn kính,
attributable,ə'tribjutəbl,có thể quy cho,,
inclusive,in'klu:siv,"gồm cả, kể cả","tính toàn bộ, bao gồm tất cả các khoản",
ballot,'bælət,lá phiếu,sự bỏ phiếu kín,tổng số phiếu (bỏ vào thùng)
manufactures,,sự sản xuất; sự gia công; sự xử lý // sản xuất; gia công,,
gamma,'gæmə,Gama (chữ cái Hy-lạp),(động vật học) bướm gama,dưới trung bình
conditional,kɔn'diʃənl,"ước định, quy định","tuỳ thuộc vào, quyết định bởi","là điều kiện của, cần thiết cho"
dorsal,'dɔ:səl,"(giải phẫu) (thuộc) lưng; ở lưng, ở mặt lưng",hình sống lưng,
hollow,'hɔlou,rỗng,"trống rỗng, đói meo (bụng)","hõm vào, lõm vào, trũng sâu hoắm"
inequality,",ini:'kwɔliti",sự không bằng nhau; sự không bình đẳng,tính không đều,sự khác nhau
swept,swi:p,sự quét,"sự đảo (mắt), sự khoát (tay), sự lướt","đoạn cong, đường cong"
founder,'faundə,thợ đúc (gang...),"người thành lập, người sáng lập","(thú y học) viêm khớp chân, (ngựa) (vì làm việc quá sức)"
consecutive,kən'sekjutiv,"liên tục, liên tiếp, tiếp liền nhau",,
magnesium,mæg'ni:zjəm,(hoá học) Magiê,,
magistrate,'mædʤistrit,quan toà,,
biblical,'biblikəl,(thuộc) kinh thánh,,
privately,,"riêng, tư, cá nhân",tư nhân,"riêng, mật, kín (về vấn đề, cuộc họp )"
suppression,sə'preʃn,sự chặn (bệnh); sự triệt (tiếng ồn),sự đàn áp,sự cấm chỉ
spinal,'spainl,(thuộc) xương sống,,
missile,'misail,có thể phóng ra,"vật phóng ra (đá, tên, mác...)",tên lửa
provisional,provisional,"tạm, tạm thời, lâm thời",,
transported,,(+with something) xúc động mạnh mẽ,,
civic,'sivik,(thuộc) công dân,cảnh sát (ở Ai-len),
incorporate,in'kɔ:pərit,kết hợp chặt chẽ,"hợp thành tổ chức, hợp thành đoàn thể","sáp nhập, hợp nhất, kết hợp chặt chẽ"
turnover,"'tə:n,ouvə",sự đổ lật (xe),doanh thu,sự luận chuyển vốn; vốn luân chuyển
psychiatry,sai'kaiətri,"(y học) bệnh học tinh thần, bệnh học tâm thần",,
rhetoric,'retərik,tu từ học,thuật hùng biện,sách tu từ học; sách dạy thuật hùng biện
irradiation,"i,reidi'eiʃn",sự soi sáng; được soi sáng ((nghĩa đen) & (nghĩa bóng)),sự sáng chói,tia sáng
unchanged,'ʌn'tʃeindʤd,"không thay đổi, như cũ, y nguyên",,
fellowship,'felouʃip,"tình bạn, tình bằng hữu; sự giao hảo","tình đoàn kết, tình anh em","nhóm, ban (công tác)"
invariably,,"luôn luôn vẫn vậy, lúc nào cũng vậy",,
leo,'li:ou,(thiên văn học) cung Sư t,,
resigned,ri'zaind,"cam chịu, nhẫn nhục",,
discrete,dis'kri:t,"riêng biệt, riêng rẽ, rời rạc",(triết học) trừu tượng,
wealthy,'welθi,"giàu, giàu có",phong phú,the wealthy những người giàu có
alien,'eiljən,"(thuộc) nước ngoài, (thuộc) chủng tộc khác","alien from,  to lạ, xa lạ, khác biệt; không có quan hệ gì với; không phải của mình","alien to trái với, ngược với"
relieve,ri'li:v,"làm an tâm, làm yên lòng, làm dịu, làm khuây khoả, an ủi","làm nhẹ bớt, giảm bớt (gánh nặng, lo âu, phiền muộn...)","giúp đỡ, cứu giúp, cứu trợ"
nursery,'nə:sri,phòng dành riêng cho tre bú,nhà trẻ,ao nuôi cá
stick,stick,cái gậy,que củi,"cán (ô, gươm, chổi...)"
sulfur,,<hóa> lưu hùynh; nguyên tố kim loại màu vàng nhạt (cháy với ngọn lửa cao và có mùi hôi),<động> bướm vàng (gồm nhiều loài khác nhau),"màu lưu huỳnh, màu vàng nhạt"
cottage,'kɔtidʤ,nhà tranh,nhà riêng ở nông thôn,(xem) piano
testify,'testifai,"chứng tỏ, tỏ ra, biểu lộ, chứng thực","chứng nhận, xác nhận","(pháp lý) khai, làm chứng, chứng nhân"
complainant,kəm'pleinənt,người thưa kiện,,
triangle,'traiæɳgl,hình tam giác,"ê ke, thước nách",(âm nhạc) kẻng ba góc
aqueous,'eikwiəs,(thuộc) nước; có nước,"(địa lý,địa chất) do nước (tạo thành)",
infectious,in'fekʃəs,"lây, nhiễm",(y học) nhiễm trùng; lây nhiễm,"lan truyền (tình cảm...), dễ lây"
efficiently,,"có hiệu quả, hiệu nghiệm",,
carbonate,'kɑ:bənit,(hoá học) cacbonat,,
execute,'eksikju:t,"thực hiện, thi hành, thừa hành, chấp hành",thể hiện; biểu diễn (bản nhạc...),"(pháp lý) làm thủ tục để cho có giá trị (hiệp ước, giao kèo...) (bằng cách ký vào, đóng dấu vào...)"
sustainable,səs'teinəbl,có thể chống đỡ được,có thể chịu đựng được,"có thể xác nhận được, có thể chứng minh được"
unconscious,ʌn'kɔnʃəs,không biết; vô ý thức; không tự giác,"bất tỉnh, ngất đi",the unconscious tiềm thức
decisive,di'saisiv,quyết định,"kiên quyết, quả quyết, dứt khoát",
concurrent,kən'kʌrənt,"xảy ra đồng thời, trùng nhau","hợp vào, góp vào, giúp vào","đồng lòng, đồng ý, nhất trí; hợp nhau"
rebellion,ri'beljən,"cuộc nổi loạn, cuộc phiến loạn","sự chống lại (chính quyền, chính sách, luật pháp...)",
hardy,'hɑ:di,"khoẻ mạnh, dày dạn, chịu đựng được gian khổ; chịu đựng được rét (cây)","táo bạo, gan dạ, dũng cảm",(kỹ thuật) cái đục thợ rèn
contracted,,"bị rút ngắn, bị co rút",,
hereafter,hiər'ɑ:ftə,"sau đây, sau này, trong tương lai","ở kiếp sau, ở đời sau",tương lai
keen,ki:n,bài hát tang (kèm theo tiếng than khóc ở Ai-len),hát bài hát tang,"than van ai oán, than khóc thảm thiết"
hook,huk,"cái móc, cái mác",bản lề cửa,(từ lóng) cái neo
indictment,in'daitmənt,"sự truy tố, sự buộc tội",bản cáo trạng,
dispersion,dis'pə:ʃn,"sự giải tán, sự phân tán",(hoá học) chất làm phân tán,"sự xua tan, sự làm tản mạn, sự làm tan tác; sự tan tác"
analogous,ə'næləgəs,"tương tự, giống nhau",,
conspiracy,kən'spirəsi,âm mưu,"sự thông đồng, ỉm đi, sự rủ nhau ỉm đi (không nói đến chuyện gì)",
feasibility,",fi:zə'biliti","sự có thể thực hành được, sự có thể thực hiện được, sự có thể làm được",tính tiện lợi,"tính có thể tin được, tính có lợi"
slender,'slendə,"mảnh khảnh, mảnh dẻ, thon","ít ỏi, nghèo nàn",mỏng manh
subsidy,'sʌbsidi,tiền cấp,tiền trợ cấp,
affidavit,",æfi'deivit",(pháp lý) bản khai có tuyên thệ,(thông tục) làm một bản khai có tuyên thệ,
verification,",verifi'keiʃn",sự thẩm tra,sự xác minh,
abortion,ə'bɔ:ʃn,"sự sẩy thai, sự phá thai; sự nạo thai","người lùn tịt; đứa bé đẻ non, vật đẻ non; vật dị dạng, quái thai","sự chết non chết yểu, sự sớm thất bại (của một kế hoạch, ý đồ...)"
assert,ə'sə:t,đòi (quyền lợi...),"xác nhận, khẳng định, quả quyết, quyết đoán",
capitalist,'kæpitəlist,nhà tư bản,"(từ Mỹ,nghĩa Mỹ) nhà tư bản nhỏ, tiểu chủ","tư bản, tư bản chủ nghĩa"
perceive,pə'si:v,"hiểu, nhận thức, lĩnh hội","thấy, trông thấy; nghe thấy, cảm thấy, ngửi thấy",
partition,pɑ:'tiʃn,sự chia ra,ngăn phần,"liếp ngăn, bức vách ngăn"
islamic,iz'læmik,(thuộc) đạo Hồi,,
optimum,'ɔptiməm,"điều kiện tốt nhất, điều kiện thuận lợi nhất (cho sự sinh trưởng của cây...)",,
remark,ri'mɑ:k,"sự lưu ý, sự chú ý","sự nhận xét; lời phê bình, lời bình luận","thấy, chú ý, lưu ý, để ý đến"
specialty,'speʃəlti,(pháp lý) hợp đồng (đặc biệt) có đóng dấu,"ngành chuyên môn, ngành chuyên khoa","(từ Mỹ,nghĩa Mỹ) nét đặc biệt"
bloody,'blʌdi,"vấy máu, đẫm máu, dính máu; chảy máu, có đổ máu","tàn bạo, khát máu, thích đổ máu, thích giết người ((cũng) bloody minded)",đỏ như máu
consulting,kən'sʌltiɳ,"cố vấn, để hỏi ý kiến",,
popularity,",pɔpju'læriti",tính đại chúng,tính phổ biến,"sự nổi tiếng, sự yêu mến của nhân dân; sự ưa thích của quần chúng"
sanitary,'sænitəri,(thuộc) vệ sinh,,
inherited,,"được thừa hưởng, được kế tục",,
symmetry,'simitri,sự đối xứng; tính đối xứng,cấu trúc cân đối,
carcinoma,",kɑ:si'noumətə",(y học) ung thư biểu bì,,
reverse,ri'və:s,"đảo, nghịch, ngược lại, trái lại",(the reverse) điều trái ngược,"bề trái, mặt trái (của đồng tiền, tờ giấy, huân chương...)"
fellow,'felou,bạn đồng chí,"người, người ta; ông bạn; thằng cha, gã, anh chàng",nghiên cứu sinh
qualification,",kwɔlifi'keiʃn","sự cho là; sự gọi là; sự định tính chất, sự định phẩm chất","tư cách khả năng, điều kiện, tiêu chuẩn, trình độ chuyên môn (để đảm nhiệm một chức vụ...); (số nhiều) giấy tờ chứng nhận khả năng",sự hạn chế; sự dè dặt
substantive,'sʌbstəntiv,biểu hiện sự tồn tại,tồn tại riêng biệt; tồn tại độc lập,"(từ Mỹ,nghĩa Mỹ) trọng yếu, lớn lao"
sensor,'sensə,"(kỹ thuật),  (vật lý) phần tử nhạy",,
conformity,kən'fɔ:miti,"(+ to,  with) sự phù hợp, sự thích hợp","(+ with,  to) sự đúng, sự tuân theo; sự y theo",sự tuân giáo (theo giáo phái ở Anh)
drift,drift,sự trôi giạt (tàu bè...); tình trạng bị lôi cuốn đi ((nghĩa đen) & (nghĩa bóng)),"vật trôi giạt, vật bị cuốn đi (đám bụi mù, củi rều...); vật bị thổi thành đông (tuyết, cát...)","(địa lý,địa chất) đất bồi, vật tích tụ (do gió, nước để lắng lại); trầm tích băng hà"
prevalence,'prevələns,"sự thường xảy ra, sự thịnh hành, sự lưu hành, sự phổ biến khắp, sự lan khắp",,
intrinsic,in'trinsik,"(thuộc) bản chất, thực chất; bên trong",(giải phẫu) ở bên trong,
analogy,ə'nælədʤi,"sự tương tự, sự giống nhau",(triết học) phép loại suy,(sinh vật học) sự cùng chức (cơ quan)
critique,kri'ti:k,bài phê bình,nghệ thuật phê bình,
crane,krein,(động vật học) con sếu,(kỹ thuật) cần trục,xiphông
spine,spain,xương sống,(thực vật học) gai,"(động vật học) gai, ngạnh (cá); lông gai (nhím)"
secular,'sekjulə,trăm năm một lần,"trường kỳ, muôn thuở","già, cổ"
psychiatric,",saiki'ætrik","(thuộc) bệnh tinh thần, (thuộc) bệnh tâm thần",,
wireless,'wai lis,"không dây,  rađiô",rađiô,đánh điện bằng rađiô
materially,mə'tiəriəli,"vật chất, hữu hình; cụ thể",,
computing,,(Tech) điện toán; tính toán; máy điện toán,,
mask,mɑ:sk,mạng che mặt của phụ nữ ngày xưa; mặt nạ ((nghĩa đen) & (nghĩa bóng)),mặt nạ phòng độc,đeo mặt nạ cho
cerebral,'seribrəl,(ngôn ngữ học) âm quặt lưỡi,,
marital,mə'raitl,(thuộc) chồng,(thuộc) hôn nhân,
nitrate,'naitreit,(hoá học) Nitrat,(hoá học) Nitro hoá,
recruitment,ri'kru:tmənt,"sự tuyển mộ (lính), sự lấy thêm, sự tuyển thêm (người vào một tổ chức...)","sự bổ sung, sự lấp chỗ trống",sự phục hồi sức khoẻ
declining,di'klainiɳ,"xuống dốc, tàn tạ",,
exposition,",ekspə'ziʃn",sự phơi,"sự phơi bày, sự phô ra; sự bóc trần, sự phơi trần, sự vạch trần, sự bộc lộ","sự bày hàng; (từ Mỹ,nghĩa Mỹ) cuộc triển lãm"
registrar,",redʤis'trɑ:","người giữ sổ (khai sinh, khai tử, giá thú...)",hộ tịch viên,
repetition,",repi'tiʃn","sự nhắc lại, sự lặp lại; điều nhắc lại, điều lặp lại",sự bắt chước,bài học thuộc lòng
conspicuous,kən'spikjuəs,"dễ thấy, rõ ràng, đập ngay vào mắt, lồ lộ","làm cho người ta để ý đến, đáng chú ý",
tuition,tju:'iʃn,"sự dạy học, sự giảng dạy","tiền học, học phí",
delegate,'deligit,"người đại biểu, người đại diện",người được uỷ nhiệm,cử làm đại biểu
cavalry,'kævəlri,kỵ binh,(như) cavalier,kỵ binh bay
quest,kwest,"sự truy tìm, sự truy lùng","(từ cổ,nghĩa cổ) cái đang tìm kiếm, cái đang truy lùng","(từ cổ,nghĩa cổ) sự điều tra; cuộc điều tra; ban điều tra"
docket,'dɔkit,(pháp lý) sổ ghi án (ghi các bản án đã tuyên bố...),"thẻ, phiếu (ghi nội dung văn kiện...)","biên lai của sở hải quan, chứng từ nộp thuế hải quan"
instantly,'instəntli,ngay khi,,
invisible,in'vizəbl,"không thể trông thấy được, tính vô hình",không thể gặp được (ở một lúc nào đó),"vật không nhìn thấy được, vật vô hình; người không nhìn thấy được, người vô hình"
stake,steik,"cộc, cọc",cọc trói; để thiếu sống; sự bị thiêu sống,đe nhỏ (của thợ thiếc)
metric,'metrik,(thuộc) mét,(như) metrical,(toán học) Mêtric
excitation,",eksi'teiʃn",sự kích thích,,
generic,dʤi'nerik,có đặc điểm chung của một giống loài; (thuộc) giống loài,chung,
quasi,'kwɑ:zi,"hầu như là, tuồng như là, y như thế","tức là, có nghĩa là",
mighty,'maiti,"mạnh, hùng cường, hùng mạnh","to lớn, vĩ đại, hùng vĩ, đồ sộ",(thông tục) to lớn; phi thường
pastor,'pɑ:stə,mục sư,"(từ cổ,nghĩa cổ) người chăn súc vật, mục đồng",(động vật học) con sáo sậu
blast,blɑ:st,"luồng gió; luồng hơi (bễ lò), hơi (bom...)",tiếng kèn,sự nổ (mìn)
catholic,'kæθəlik,"bao gồm tất cả, rộng khắp; phổ biến","đại lượng, rộng lượng, rộng rãi","(thuộc) đạo Thiên chúa, công giáo"
imposing,im'pouziɳ,"gây ấn tượng mạnh mẽ; oai nghiêm, hùng vĩ, đường bệ, bệ vệ",,
winding,'waindi,"khúc lượn, khúc quanh","sự cuộn, sự cuốn; guồng (t, chỉ, sợi)",(ngành mỏ) sự khai thác
gang,gæɳ,"đoàn, tốp, toán, kíp","bọn, lũ",bộ (đồ nghề...)
exterior,eks'tiəriə,"ngoài, ở ngoài, từ ngoài vào","(từ Mỹ,nghĩa Mỹ) nước ngoài","bề ngoài; mặt ngoài, bên ngoài"
transparent,træns'peərənt,trong suốt,"trong trẻo, trong sạch",(văn học) trong sáng
preface,'prefis,"lời tựa, lời nói đầu (sách); lời mở đầu (bài nói)","đề tựa, viết lời nói đầu (một quyển sách); mở đầu (bài nói)","mở đầu, mở lối cho, dẫn tới (một việc gì khác) (sự kiện...)"
predominantly,,"phần lớn, chủ yếu là",,
annuity,ə'nju:iti,"tiền góp hằng năm, tiền trả hằng năm, tiền trợ cấp hàng năm",,
carpenter,'kɑ:pintə,thợ mộc,làm nghề thợ mộc,làm ra với kỹ thuật của thợ mộc
eminent,'eminənt,"nổi tiếng, xuất sắc",cao độ (đức tính tốt...),
causal,'kɔ:zəl,(thuộc) nguyên nhân,(thuộc) quan hệ nhân quả,
utterly,' t li,hoàn toàn,,
patch,pætʃ,miếng vá,"miếng băng dính, miếng thuốc cao (trên vết thương...)",miếng bông che mắt đau
reimbursement,",ri:im'bə:smənt","sự hoàn lại, sự trả lại (số tiền đã tiêu)",,
quote,kwout,(thông tục) lời trích dẫn; đoạn trích dẫn,(số nhiều) dấu ngoặc kép,trích dẫn (đoạn văn...)
fulfilled,,"thoả mãn, mãn nguyện",,
dept,,"(vt của department) cục, vụ, ty, ban, khoa, bộ",,
layout,,"bố trí, xếp đặt, layout",,
comptroller,kən'troulə,"người kiểm tra, người kiểm soát","quản gia, quản lý, trưởng ban quản trị (bệnh viện, trường học, doanh trại quân đội...) ((cũng) comptroller)","(kỹ thuật) bộ điều chỉnh (nhiệt độ, áp lực, tốc độ của máy...)"
stimuli,'stimjuləs,sự kích thích; tác dụng kích khích,(thực vật học) lông ngứa,(tôn giáo) đầu gậy của mục sư
vendor,'vendɔ:,(như) vender,(pháp lý) người bán nhà đất,"(từ Mỹ,nghĩa Mỹ) (như) vending_machine"
contingent,kən'tindʤənt,"ngẫu nhiên, tình cờ, bất ngờ","còn tuỳ thuộc vào, còn tuỳ theo",(quân sự) đạo quân (để góp thành một đạo quân lớn hơn)
contraction,kən'trækʃn,"sự tiêm nhiễm, sự mắc (bệnh, nợ)","sự thu nhỏ, sự co, sự teo lại",(ngôn ngữ học) cách viết gọn; sự rút gọn; từ rút gọn
mandate,'mændeit,"lệnh, trát","sự uỷ nhiệm, sự uỷ thác",sự uỷ mị
hood,hud,mũ trùm đầu (áo mưa...),huy hiệu học vị (gắn trên áo hay mũ trùm đầu để cho học vị ở trường đại học),"mui xe (xe đẩy của trẻ con, xe ô tô, bằng vải bạt có thể gập lại)"
whatsoever,",w tsou'e",dạng nhấn mạnh của whatever,,
postal,'poustəl,(thuộc) bưu điện,"(từ Mỹ,nghĩa Mỹ),  (thông tục) bưu thiếp ((cũng) postal card)",
medication,",medi'keiʃn","sự bốc thuốc, sự cho thuốc","sự tẩm thuốc, sự ngâm thuốc",(thuộc) dược phẩm
conquest,'kɔɳkwest,"sự xâm chiếm, sự chinh phục",đất đai xâm chiếm được,người mình đã chinh phục được; người mình đã chiếm đoạt được cảm tình
plato,,(Econ) (427-347BC),,
viscosity,vi'siditi,"tính sền sệt, tính lầy nhầy, tính nhớt","tính dẻo, tính dính",
calibration,",kæli'breiʃn","sự định cỡ, sự xác định đường kính (nòng súng, ống...)",sự kiểm tra cỡ trước khi chia độ (ống đo nhiệt...),
cone,koun,hình nón; vật hình nón,(thực vật học) nón,(động vật học) ốc nón
scarce,skeəs,"khan hiếm, ít có, thiếu, khó tìm",(xem) make,
cathedral,kə'θi:drəl,nhà thờ lớn,,
processor,,"máy chế biến, máy xử lý",bộ xử lý trong máy tính,
bind,baind,"trói, buộc, bỏ lại",ký hợp đồng học nghề,ràng buộc
dissertation,",disə:'teiʃn","sự nghị luận, sự bàn luận; sự bình luận","bài nghị luận, bài luận văn; bài bình luận",
exhaust,ig'zɔ:st,"(kỹ thuật) sự rút khí, sự thoát khí","hút, rút (khí, hơi, nước, bụi...)","làm kiệt quệ, làm rỗng, làm cạn; dốc hết, dùng hết"
jaw,dʤɔ:,"hàm, quai hàm","(số nhiều) mồm, miệng","(số nhiều) lối vào hẹp (thung lũng, vịnh, eo biển...)"
ranch,rɑ:ntʃ,"trại nuôi súc vật (ở Mỹ,  Ca-na-đa)",quản lý trại chăn nuôi,
optimization,,sự tối ưu hoá,,
dismiss,dis'mis,"giải tán (đám đông tụ tập, quân đội...)",cho đi,"đuổi ra, thải hồi, sa thải (người làm...)"
rifle,'raifl,đường rânh xoắn (ở nòng súng),súng có nòng xẻ rânh xoắn; súng săn; súng trường,(số nhiều) đội quân vũ trang bằng súng trường
supplemental,",sʌpli'mentl","bổ sung, phụ thêm vào",(toán học) phụ,
humble,'hʌmbl,"khiêm tốn, nhún nhường",khúm núm,"thấp kém, hèn mọn (cấp bậc, địa vị xã hôi, thành phần)"
savage,'sævidʤ,"hoang vu, hoang dại","dã man, man rợ; không văn minh",tàn ác
obstruction,əb'strʌkʃn,"sự làm tắc nghẽn, sự tắc nghẽn, sự bế tắc","sự cản trở, sự gây trở ngại","trở lực, điều trở ngại"
idle,'aidl,"ngồi rồi, không làm việc gì","không làm ăn gì cả, ăn không ngồi rồi, lười nhác","không có công ăn việc làm, thất nghiệp"
scripture,'skriptʃə,kinh thánh; lời trích trong kinh thánh,(định ngữ) lấy ở kinh thánh ra; liên quan đến kinh thánh,thánh kinh
indices,'indeks,ngón tay trỏ ((cũng) index finger),chỉ số; sự biểu thị,kim (trên đồng hồ đo...)
radioactive,'reidiou'æktiv,phóng xạ,,
respiratory,ris'paiərətəri,"(thuộc) sự thở, (thuộc) hô hấp",,
nomination,",nɔmi'neiʃn","sự chỉ định, sự bổ nhiệm (người nào vào một chức vụ gì); quyền chỉ định, quyền bổ nhiệm","sự giới thiệu, sự đề cử (người ra ứng cử); quyền giới thiệu, quyền đề cử (người ra ứng cử)",
focal,'foukəl,"(vật lý),  (toán học) tiêu","trung tâm, trọng tâm",
erection,i'rekʃn,sự đứng thẳng; sự dựng đứng,"sự dựng lên, sự xây dựng; công trình xây dựng ((nghĩa đen) & (nghĩa bóng))",(sinh vật học) sự cương; trạng thái cương
viable,'vaiəbl,"có thể sống được (thai nhi, cây cối...)",có thể nảy mầm (hạt giống),có thể thành tựu được (kế hoạch)
proximity,proximity,"trạng thái gần (về không gian, thời gian...))",,
destiny,'destini,"vận số, vận mệnh, số phận",,
congregation,",kɔɳgri'geiʃn","sự tập hợp, sự tụ tập, sự hội họp",(tôn giáo) giáo đoàn,đại hội đồng trường đại học
grip,grip,"rãnh nhỏ, mương nhỏ","sự cầm chặt, sự nắm chặt, sự ôm chặt, sự kẹp chặt; sự kìm kẹp",sự thu hút (sự chú ý)
implication,",impli'keiʃn","sự lôi kéo vào; sự liên can, sự dính líu; ẩn ý, điều ngụ ý; điều gợi ý",(số nhiều) quan hệ mật thiết,"(từ hiếm,nghĩa hiếm) sự bện lại, sự tết lại, sự xoắn lại"
harsh,hɑ:ʃ,"thô, ráp, xù xì","chói (mắt, tai); khó nghe, nghe khó chịu; khàn khàn (giọng)",chát (vị)
communism,'kɔmjunizm,chủ nghĩa cộng sản,,
therapist,,bác sự chuyên khoa về một phép chữa bệnh nào đó; nhà tri liệu,,
polar,'poulə,"(thuộc) địa cực, ở địa cực",(điện học) có cực,(toán học) cực
probe,probe,"cái thông, cái que thăm (để dò vết thương...)","(vật lý) máy dò, cái dò, cực dò","(từ Mỹ,nghĩa Mỹ) sự thăm dò, sự điều tra"
rape,reip,bã nho (sau khi ép lấy nước là rượu) dùng làn giấm,thùng gây giấm nho,(thực vật học) cây cải dầu
openly,'oupnli,công khai,thẳng thắn,
