word,pronunciation,meaning1,meaning2,meaning3
parameter,pə'ræmitə,"(toán học) thông số, tham số, tham biến",,
deed,di:d,"việc làm, hành động, hành vi","kỳ công, chiến công, thành tích lớn","(pháp lý) văn bản, chứng thư"
arbitration,",ɑ:bi'treiʃn","sự phân xử, sự làm trọng tài phân xử",sự quyết định giá hối đoái,
fallen,,những người thiệt mạng vì chiến tranh,,
gravity,'græviti,"(vật lý) sự hút, sự hấp dẫn; trọng lực; trọng lượng","vẻ nghiêm trang, vẻ nghiêm nghị","tính nghiêm trọng, tính trầm trọng (tình hình, vết thương...)"
anger,'æɳgə,"sự tức giận, sự giận dữ; mối giận","chọc tức, làm tức giận",
intense,in'tens,"mạnh, có cường độ lớn","mãnh liệt, dữ dội","nồng nhiệt, sôi nổi (tình cảm, hành động...)"
definitely,,"rạch ròi, dứt khoát",,
indirect,",indi'rekt",gián tiếp,"không thẳng, quanh co","không thẳng thắn, uẩn khúc, gian lận, bất lương"
purely,'pjuəli,"hoàn toàn, chỉ là","trong, trong sạch; trong trắng",
digital,'didʤitl,"(thuộc) ngón chân, (thuộc) ngón tay",(thuộc) con số (từ 0 đến 9),phím (pianô)
deficiency,di'fiʃənsi,"sự thiếu hụt, sự không đầy đủ",số tiền thiếu hụt; lượng thiếu hụt,"sự thiếu sót, sự kém cỏi, sự bất tài"
finger,'fiɳgə,ngón tay,ngón tay bao găng,vật hình ngón tay (trong máy...)
comply,kəm'plai,"tuân theo, chiếu theo, đồng ý làm theo",,
discourse,dis'kɔ:s,"bài thuyết trình, bài diễn thuyết; bài nghị luận, bài luận văn; bài giảng đạo","(từ cổ,nghĩa cổ) cuộc nói chuyện, cuộc đàm luận","(+ on,  upon) thuyết trình về; nghị luận về (một vấn đề gì)"
inter,in'tə:,"chôn, chôn cất, mai táng",,
ordinance,'ɔ:dinəns,"sắc lệnh, quy định",lễ nghi,"(từ hiếm,nghĩa hiếm) bố cục (trong kiến trúc, tác phẩm văn học)"
protective,protective,"bảo vệ, bảo hộ, che chở",bảo vệ (về kinh tế),phòng ngừa
retain,ri'tein,"giữ, cầm lại",ghi nhớ,thuê (luật sư)
sole,soul,(động vật học) cá bơn,bàn chân,đế giày
negligence,'neglidʤəns,"tính cẩu thả, tính lơ đễnh",việc cẩu thả; điều sơ suất,sự phóng túng (trong nghệ thuật)
pregnancy,'pregnənsi,"sự có thai, sự có mang thai, sự có chửa","sự phong phú, sự dồi dào, sự giàu (trí tưởng tượng...)","tầm quan trọng lớn (vì kết quả, vì ảnh hưởng)"
conservative,kən'sə:vətiv,"để giữ gìn, để duy trì, để bảo tồn, để bảo toàn","bảo thủ, thủ cựu","thận trọng, dè dặt; vừa phải, phải chăng"
exemption,ig'zempʃn,sự miễn (thuế...),,
format,'fɔ:mæt,"khổ (sách, giấy, bìa...)",,
acquire,ə'kwaiə,"được, giành được, thu được, đạt được, kiếm được",,
dozen,'dʌzn,tá (mười hai),(số nhiều) nhiều,(số nhiều) bộ 12 cái
associate,ə'souʃiit,"kết giao, kết hợp liên hợp; liên đới","(từ Mỹ,nghĩa Mỹ) cùng cộng tác, phụ, phó, trợ","bạn, bạn đồng liêu, người cùng cộng tác; đồng minh"
priest,pri:st,"thầy tu, thầy tế",vồ đập cá (Ai-len),làm (ai) trở thành thầy tu (ai) trở thành thầy tế
tiny,'taini,"nhỏ xíu, tí hon, bé tí",,
uncertainty,ʌn'sə:tnti,sự không chắc chắn,điều không chắc chắn; điều không rõ; điều không xác thực,"tính dễ đổi, tính dễ biến"
parallel,'pærəlel,song song,"tương đương, tương tự, giống với, ngang hàng",đường song song
rotation,rou'teiʃn,"sự quay, sự xoay vòng",sự luân phiên,
premium,'pri:mjəm,phần thưởng,tiền thưởng,tiền đóng bảo hiểm
widespread,'waidspred,"lan rộng, phổ biến",,
somehow,'sʌmhau,"vì lý do này khác, không biết làm sao",bằng cách này cách khác,
correction,kə'rekʃn,"sự sửa, sự sửa chữa, sự hiệu chỉnh","sự trừng phạt, sự trừng trị, sự trừng giới",cái đúng; chỗ sửa
nutrition,nju:'triʃn,"sự nuôi dưỡng, sự dinh dưỡng",đồ ăn bổ,(y học) khoa dinh dưỡng
proud,proud,"((thường) + of) kiêu ngạo, kiêu căng, kiêu hãnh, tự đắc",tự hào; hãnh diện; đáng tự hào,tự trọng
emission,i'miʃn,"sự phát ra (ánh sáng, nhiệt...), sự bốc ra, sự toả ra (mùi vị, hơi...)","vật phát ra, vật bốc ra, vật toả ra",(y học) sự xuất tinh
comfort,'kʌmfət,"sự an ủi, sự khuyên giải; người an ủi, người khuyên giải; nguồn an ủi, lời an ủi","sự an nhàn, sự nhàn hạ; sự sung túc",(số nhiều) tiện nghi
loading,'loudiɳ,"sự chất hàng (lên xe, tàu)","hàng chở (trên xe, tàu)",sự nạp đạn
lab,lə'bɔrətəri,phòng thí nghiệm; phòng pha chế,"phòng thí nghiệm ""nóng"" (nơi tiến hành những cuộc thí nghiệm nguy hiểm có thể chết người)","buồng lò, buồng luyện (luyện kim)"
equality,i:kwɔliti,"tính bằng, tính ngang bằng",sự bình đẳng,
neighborhood,,(Mỹ)(dân) hàng xóm,"vùng, vùng lân cận",
empirical,em'pirikəl,"theo lối kinh nghiệm, kinh nghiệm chủ nghĩa",,
loop,lu:p,"vòng; thòng lọng; cái khâu, cái móc, khuyết áo)","đường nhánh, đường vòng (đường xe lửa, đường dây điện báo ((cũng) loop line)",(vật lý) bụng (sóng)
worthy,'wə:ði,"xứng đáng, có phẩm giá đáng kính, đáng trọng (người)","xứng đáng, thích đáng; thích hợp",đáng
cargo,'kɑ:gou,hàng hoá (chở trên tàu thuỷ),,
reliability,"ri,laiə'biliti",sự đáng tin cậy,sự cho chạy thử trên một quâng đường dài (ô tô) (cốt để thử sức bền chịu đựng hơn là thử tốc độ),
whereby,we 'bai,"do cái gì, bằng cách gì","nhờ đó, bởi đó",
chloride,'klɔ:raid,(hoá học) clorua,,
peculiar,pi'kju:ljə,"riêng, riêng biệt; đặc biệt","kỳ dị, khác thường",tài sản riêng; đặc quyền riêng
ethical,'eθik,"(thuộc) đạo đức, (thuộc) luân thường đạo lý","(từ Mỹ,nghĩa Mỹ) hợp với luân thường đạo lý, đúng với nguyên tắc xử thế (một cá nhân); đúng nội quy (một tổ chức)",đúng quy cách (thuốc)
mechanics,mi'kæniks,cơ học,,
receiver,ri'si:və,"người nhận, người lĩnh","(pháp lý) người quản lý tài sản (tài sản đang tranh tụng hoặc của một công ty bị vỡ nợ, được một toà án chỉ định)",người chứa chấp đồ trộm cắp
aviation,",eivi'eiʃn",hàng không; thuật hàng không,,
configuration,"kən,figju'reiʃn","hình thể, hình dạng",(thiên văn học) hình thể (các hành tinh...),
civilian,'siviljən,"người thường, thường dân",(thuộc) thường dân (trái với quân đội),
furnish,'fə:niʃ,cung cấp,"trang bị đồ đạc cho (phong, nhà...)",
multi,,"tiếp đầu ngữ, chỉ nhiều, đa",,
reconstruction,'ri:kən'strʌkʃn,"sự xây dựng lại, sự kiến thiết lại; sự đóng lại (tàu...)",sự dựng lại (một vở kịch...),(pháp lý) sự diễn lại
appreciation,"ə,pri:ʃi'eiʃn",sự đánh giá,"sự đánh giá đúng, sự đánh giá cao, sự hiểu rõ giá trị","(từ Mỹ,nghĩa Mỹ) sự thấy rõ, sự nhân thức, sâu sắc"
pale,peil,"làm rào bao quanh, quây rào","làm tái đi, làm nhợt nhạt, làm xanh xám","tái đi, nhợt nhạt, xanh xám"
spatial,'speiʃəl,(thuộc) không gian,,
prosecution,prosecution,"sự theo đuổi, sự tiếp tục (công việc nghiên cứu...); sự tiến hành (việc điều tra...)","(pháp lý) sự khởi tố, sự kiện; bên khởi tố, bên nguyên",
livestock,'laivstɔk,"vật nuôi, thú nuôi",,
presently,'prezntli,"chẳng mấy chốc, ngay sau đó","(Ê-cốt) hiện giờ, hiện nay, bây gi",
reservoir,'rezəvwɑ:,bể chứa nước; đồ chưa (chất lỏng),"kho, kho dự trữ, nguồn",chứa vào bể chứa nước
deny,di'nai,"từ chối, phản đối, phủ nhận","chối, không nhận","từ chối, không cho (ai cái gì)"
oxide,'ɔksaid,(hoá học) Oxyt,,
attachment,ə'tætʃmənt,"sự gắn, sự dán; sự buộc, sự cột (vật gì với vật khác)",cái dùng để buộc,vật bị buộc (vào vật khác)
generate,'dʤenəreit,"sinh, đẻ ra","phát, phát ra",
restoration,",restə'reiʃn","sự hoàn lại, sự trả lại (vật gì mất)","sự sửa chữa, sự tu bổ lại; sự xây dựng lại như cũ",sự phục hồi (chức vị...)
pope,poup,giáo hoàng,giáo trưởng,(nghĩa bóng) người ra vẻ không bao giờ có thể sai lầm
div,di:v,ác ma (thần thoại Ba-tư),,
asset,'æset,(số nhiều) tài sản (của một người hay một công ty) có thể dùng để trả nợ,(số nhiều) tài sản của người không thể trả được nợ,"(số nhiều) của cải, tài sản, vật thuộc quyền sở hữ"
irish,'aiəriʃ,(thuộc) Ai-len,,
disclosure,dis'klouʤə,"sự mở ra; sự vạch trần ra, sự để lộ ra","cái bị vạch trần ra, cái bị để lộ ra",
refuse,ri'fju:z,"từ chối, khước từ, cự tuyệt","chùn lại, không dám nhảy qua (hàng rào) (ngựa thi)","đồ thừa, đồ thải, đồ bỏ đi; rác rưởi"
distinguish,dis'tiɳgwiʃ,phân biệt,"nghe ra, nhận ra","(+ into) chia thành, xếp thành (loại...)"
freely,'fri:li,"tự do, tuỳ thích, không gò bó, thoải mái","rộng rãi, hào phóng",
zinc,ziɳk,kẽm,"tráng kẽm, mạ kẽm",lợp bằng kẽm
passion,'pæʃn,"cảm xúc mạnh mẽ, tình cảm nồng nàn",sự giận dữ,"tình dục, tình yêu"
honest,'ɔnist,lương thiện,"trung thực, chân thật",kiếm được một cách lương thiện; chính đáng
vacuum,'vækjuəm,(vật lý) chân không,(thông tục) (như) vacuum_cleaner,
links,liɳks,bâi cát gần bờ biển mọc đầy cỏ dại (ở Ê-cốt),"(thể dục,thể thao) bãi chơi gôn",
expand,iks'pænd,"mở rộng, trải ra","nở ra, phồng ra, giãn",(toán học) khai triển
rely,ri'lai,"(+ on,  upon) tin, tin cậy, dựa vào",,
dec,,tháng mười hai (December),viết tắt,tháng mười hai (December)
array,ə'rei,"sự dàn trận, sự bày binh bố trận",lực lượng quân đội,dãy sắp xếp ngay ngắn; hàng ngũ chỉnh tề
civilization,",sivilai'zeiʃn","sự làm cho văn minh, sự khai hoá",nền văn minh,"những nước văn minh, những dân tộc văn minh"
glory,'glɔ:ri,"danh tiếng, thanh danh; sự vinh quang, sự vẻ vang, vinh dự","vẻ huy hoàng, vẻ rực rỡ, vẻ lộng lẫy","hạnh phúc ở thiên đường, cảnh tiên"
warning,'wɔ:niɳ,sự báo trước; lời báo trước; dấu hiệu báo trước,"lời cảnh cáo, lời răn",sự báo cho thôi việc; sự báo nghỉ việc
operative,'ɔpərətiv,"có tác dụng, có hiệu lực","thực hành, thực tế",(y học) (thuộc) mổ xẻ
intensive,in'tensiv,"mạnh, có cường độ lớn","làm mạnh mẽ, làm sâu sắc",tập trung sâu
isolation,",aisə'leiʃn",sự cô lập,(y học) sự cách ly,(điện học) sự cách
manuscript,'mænjuskript,"bản viết tay; bản thảo, bản đưa in (của tác giả)",chưa in,viết tay
satellite,'sætəlait,vệ tinh; vệ tinh nhân tạo,"người tuỳ tùng, người hầu; tay sai",nước chư hầu ((thường) satellite state)
cognitive,,liên quan đến nhận thức,"dựa trên hiểu biết, kinh nghiệm",
handbook,'hændbuk,sổ tay hướng dẫn; sách chỉ nam,"sách tóm tắt (số liệu, tài liệu khoa học...)","(từ Mỹ,nghĩa Mỹ) sổ tay của tay đánh cá ngựa chuyên nghiệp"
stem,stem,"(thực vật học) thân (cây); cuống, cọng (lá, hoa)",chân (cốc uống rượu),ống (tẩu thuốc)
prize,prize,"giải thưởng, phầm thưởng","(nghĩa bóng) điều mong ước, ước vọng",giải xổ số; số trúng
diverse,dai'və:s,"gồm nhiều loại khác nhau, linh tinh",thay đổi khác nhau,
memorandum,",memə'rændə",sự ghi để nhớ,"(ngoại giao) giác thư, bị vong lục",(pháp lý) bản ghi điều khoản (của giao kèo)
wholesale,'houlseil,"(thưng nghiệp) sự bán buôn, sự bán sỉ","(nghĩa bóng) c lô, c khối","(thưng nghiệp) buôn, sỉ"
farming,'fɑ:miɳ,"công việc đồng áng, công việc trồng trọt",,
advisory,əd'vaizəri,"để hỏi, để xin ý kiến; cho ý kiến, cố vấn",,
occasional,ə'keiʤənl,"thỉnh thoảng, từng thời kỳ; phụ động","(thuộc) cơ hội, (thuộc) dịp đặc biệt; vào dịp đặc biệt; theo biến cố, theo sự kiện","lý do phụ, lý do bề ngoài"
render,'rendə,"trả, trả lại, hoàn lại","dâng, nộp, trao","đưa ra, nêu ra"
courage,'kʌridʤ,"sự can đảm, sự dũng cảm, dũng khí",tính anh hùng (sau khi uống rượu),thực hiện quan điểm của mình; kiên quyết bảo vệ quan điểm của mình
valuation,",vælju'eiʃn","sự định giá, sự đánh giá",giá,giá trị
residential,",rezi'denʃəl","(thuộc) nhà ở, (thuộc) nhà riêng",có liên quan tới nơi cư trú,
protocol,protocol,"nghi thức ngoại giao, lễ tân",(the protocol) vụ lễ tân (của bộ ngoại giao),nghị định thư
trail,treil,"vạch, vệt dài","vết, dấu vết","đường, đường mòn"
essence,'esns,tính chất (nghĩa đen) & (nghĩa bóng)),"bản chất, thực chất",vật tồn tại; thực tế (tinh thần vật chất)
integrity,in'tegriti,"tính chính trực, tính liêm chính","tính toàn bộ, tính toàn vẹn, tính nguyên; tình trạng không bị sứt mẻ, tình trạng toàn vẹn, tình trạng nguyên vẹn",
blind,blaind,đui mù,"(nghĩa bóng) không nhìn thấy, không thấy được",mù quáng
meanwhile,,"in the meantime trong lúc ấy, trong khi ấy","trong khi chờ đợi, trong lúc ấy, đang lúc ấy",
quantitative,'kwɔntitətiv,"(thuộc) lượng, (thuộc) số lượng",định lượng,
litigation,",liti'geiʃn","sự kiện tụng, sự tranh chấp",,
primitive,'primitiv,"nguyên thuỷ, ban sơ","thô sơ, cổ xưa","gốc (từ, mẫu)"
furnace,'fə:nis,"lò (luyện kim, nấu thuỷ tinh...)",lò sưởi,(nghĩa bóng) cuộc thử thách; lò lửa ((nghĩa bóng))
precision,pri'siʤn,"sự đúng, sự chính xác; tính đúng, tính chính xác; độ chính xác","đúng, chính xác",
departure,di'pɑ:tʃə,"sự rời khỏi, sự ra đi, sự khởi hành","sự sao lãng (nhiệm vụ); sự đi trệch (hướng), sự lạc (đề)",(từ lóng) sự chệch hướng; sự đổi hướng
roman,'roumən,(thuộc) La mã,(thuộc) nhà thờ La mã,(Roman) (ngành in) (thuộc) kiểu chữ rômanh
preserve,pri'zə:v,mứt,"khu vực cấm săn, khu vực cấm câu cá","(số nhiều) kính phòng bụi, kính bảo hộ lao động"
unlikely,ʌn'laikli,"không chắc, không chắc có thực",không nghĩ đến,không có hứa hẹn
integral,'intigrəl,(toán học) tích phân,"(thuộc) tính toàn bộ; (thuộc) tính nguyên, cần cho tính toàn bộ, cần cho tính nguyên","toàn bộ, nguyên"
consultation,",kɔnsəl'teiʃn",sự hỏi ý kiến,"sự tra cứu, sự tham khảo","sự bàn bạc, sự thảo luận, sự trao đổi ý kiến, sự hội đàm, sự hội ý"
usage,'ju:zid,"cách dùng, cách sử dụng",(ngôn ngữ học) cách dùng thông thường,"cách đối xử, cách đối đ i"
disaster,di'zɑ:stə,"tai hoạ, thảm hoạ, tai ách",điều bất hạnh,
monetary,'mʌnitəri,(thuộc) tiền tệ,(thuộc) tiền tài,
log,lɔg,"khúc gỗ mới đốn, khúc gỗ mới xẻ",(hàng hải) máy đo tốc độ (tàu),(như) log-book
depreciation,"di,pri:ʃi'eiʃn","sự sụt giá, sự giảm giá","sự gièm pha, sự nói xấu, sự làm giảm giá trị; sự chê bai, sự coi khinh, sự đánh giá thấp",
threshold,'θreʃhould,ngưỡng cửa,"bước đầu, ngưỡng cửa",(tâm lý học) ngưỡng
specification,",spesifi'keiʃn","sự chỉ rõ, sự ghi rõ, sự định rõ","(kỹ thuật) (số nhiều) đặc điểm kỹ thuật, chi tiết kỹ thuật",(pháp lý) bản ghi chi tiết kỹ thuật một phát minh mới (máy...)
scattered,'skætəd,"rải rác, thưa thớt, lưa thưa",,
plastic,'plæstik,chất dẻo ((cũng) plastics),"dẻo, nặn được",tạo hình
surgical,'sə:dʤikəl,"(thuộc) phẫu thuật, (thuộc) mổ",,
settle,'setl,ghế tủ (ghế dài có lưng dựa và phần dưới đóng thành tủ),"giải quyết, ổn định tư tưởng, dàn xếp, hoà giải",ngồi đậu
disk,disk,"(thể dục,thể thao) đĩa",đĩa hát,"đĩa, vật hình đĩa, bộ phận hình đĩa"
habitat,'hæbitæt,"môi trường sống, nơi sống (của cây cối động vật)","nhà, chỗ ở (người)",
cubic,'kju:bik,"có hình khối, có hình lập phương",(toán học) bậc ba,"(toán học) đường bậc ba, đường cubic"
geology,dʤi'ɔlədʤi,"khoa địa chất, địa chất học",,
pace,peis,"bước chân, bước","bước đi; nhịp đi; tốc độ đi, tốc độ chạy",nước đi (của ngựa); cách đi
humanity,hju:'mæniti,"loài người, nhân loại",lòng nhân đạo,"bản chất của loài người, nhân tính"
spectra,'spektrəm,hình ảnh,"(vật lý) phổ, quang phổ",
breach,bri:tʃ,"lỗ đạn, lỗ thủng (ở tường, thành luỹ...)","mối bất hoà; sự tuyệt giao, sự chia lìa, sự tan vỡ","sự vi phạm, sự phạm"
trace,treis,dây kéo (buộc vào ngựa để kéo xe),đang thắng cương (đen & bóng),(xem) kick
workshop,'wə:kʃɔp,xưởng,,
limiting,,định ra giới hạn,,
verdict,'və:dikt,"(pháp lý) lời tuyên án, lời phán quyết","sự quyết định, sự nhận định; dư luận",
limestone,'laimstoun,đá vôi,,
inclusion,in'klu:ʤn,"sự gồm cả, sự kể vào, sự kể cả","cái gồm vào, cái kể vào",(sinh vật học) thể vùi
theology,θi'ɔlədʤi,thần học,,
cylinder,'silində,"(toán học) trụ, hình trụ",(cơ khí) xylanh,(ngành in) trục lăn
firmly,'fə:mli,vững chắc,kiên quyết,
dealer,'di:lə,người buôn bán,người chia bài,"người đối xử, người ăn ở, người xử sự"
scholarship,'skɔləʃip,"sự học rộng, sự uyên thâm, sự uyên bác, sự thông thái",học bổng,
theorem,'θiərəm,(toán học) định lý,,
refusal,ri'fju:zəl,"sự từ chối, sự khước từ, sự cự tuyệt",quyền ưu tiên (chọn trước nhất),
infrastructure,"'infrə,strʌktʃə",cơ sở hạ tầng,,
abundant,ə'bʌndənt,"phong phú, nhiều, chan chứa; thừa thãi, dư dật",,
strip,strip,"mảnh, dải","cột truyện tranh, cột tranh vui (trong tờ báo)","(hàng không) đường băng ((cũng) air strip,  landing strip)"
erosion,i'rouʤn,"sự xói mòn, sự ăn mòn",,
complicated,'kɔmplikeitid,"phức tạp, rắc rối",,
analytical,",ænə'litikəl",dùng phép phân tích,(toán học) dùng phép giải tích,
cultivation,",kʌlti'veiʃn","sự cày cấy, sự trồng trọt","sự dạy dỗ, sự mở mang, sự giáo hoá; sự trau dồi, sự tu dưỡng, sự nuôi dưỡng, sự bồi dưỡng (tình cảm...)",
symposium,sim'pouziəm,hội nghị chuyên đề,"tập những bài phát biểu, tập bài báo của nhiều người viết (về một vấn đề)","tiệc rượu đêm (sau bữa ăn chiều, có ca nhạc, khiêu vũ ở cổ Hy lạp)"
australian,ɔs'treiljən,(thuộc) nước Uc,người Uc,
switch,switʃ,cành cây mềm; gậy mềm,"mớ tóc độn, lọc tóc độn",(ngành đường sắt) cái ghi
slavery,'slævəri,đầy nước dãi,"ton hót, bợ đỡ",cảnh nô lệ; sự nô lệ
gospel,'gɔspəl,(tôn giáo) sách phúc âm,"cẩm nang, nguyên tắc chỉ đạo, điều tin tưởng",điều có thể tin là thật
silk,silk,"tơ, chỉ tơ",tơ nhện,lụa
accurately,,"đúng đắn, chính xác, xác đáng",,
terminal,'tə:minl,"cuối, chót, tận cùng","vạch giới hạn, định giới hạn (đường mốc)","ba tháng một lần, theo từng quý"
folk,fouk,người,(số nhiều) (thông tục) người thân thuộc,"(từ cổ,nghĩa cổ) dân tộc, dân gian"
coastal,'koustəl,(thuộc) bờ biển; (thuộc) miền ven biển,,
graph,græf,đồ thị,(toán học) mạch,vẽ đồ thị; minh hoạ bằng đồ thị
curious,'kjuəriəs,"ham biết, muốn tìm biết","tò mò, hiếu kỳ, thọc mạch","kỳ lạ, kỳ dị, lạ lùng"
dialogue,'daiəlɔg,cuộc đối thoại,đoạn văn đối thoại; tác phẩm đối thoại,
placement,,"sắp đặt, sắp xếp việc làm",,
propose,propose,"đề nghị, đề xuất, đưa ra","lấy làm mục đích; đặt ra, đề ra (làm mục đích)","đề nghị nâng cốc chúc, đề nghị uống mừng"
merit,'merit,giá trị,"công, công lao, công trạng",((thường) số nhiều) công tội; (pháp lý) kẽ phải trái
inform,in'fɔ:m,báo tin cho; cho biết,"truyền cho (ai...) (tình cảm, đức tính...)",cung cấp tin tức
greek,gri:k,(thuộc) Hy-lạp,(xem) calends,người Hy-lạp
comparatively,,tương đối,,
finite,'fainait,có hạn; có chừng; hạn chế,(ngôn ngữ học) có ngôi (động từ),
pole,poul,cực,(nghĩa bóng) cực (một trong hai nguyên tắc hoàn toàn đối lập nhau),điểm cực (điểm tập trung sự chú ý...)
gasoline,'gæsəli:n,"dầu lửa, dầu hoả","(từ Mỹ,nghĩa Mỹ) xăng, dầu xăng",
parliamentary,",pɑ:lə'mentəri",(thuộc) nghị trường; của nghị viện,(thuộc) nghị viện Anh; do nghị viện Anh ban bố,"có thể dùng được ở nghị viện, được phép dùng trong nghị viện Anh (lời lẽ)"
atmospheric,",ætməs'ferik","(thuộc) quyển khí, (thuộc) không khí",,
exempt,ig'zempt,được miễn (thuế...),người được miễn (thuế...),(+ from) miễn (thuế...) cho ai
auto,'ɔ:tou,(thông tục) xe ô tô,,
communist,'kɔmjunist,người cộng sản,cộng sản,
buyer,baiə,người mua,người mua hàng vào (cho một cửa hàng lớn),tình trạng hàng thừa khách thiếu
remedy,'remidi,"thuốc, phương thuốc; cách điều trị, cách chữa cháy","phương pháp cứu chữa, biện pháp sửa chữa",sự đền bù; sự bồi thường
thorough,'θʌrə,"hoàn toàn, hoàn bị, hoàn hảo","cẩn thận, kỹ lưỡng, tỉ mỉ","(từ cổ,nghĩa cổ) (như) through"
static,'stætiks,"tĩnh, (thuộc) tĩnh học",,
defining,,hạn chế nội dung của từ hay ngữ,,
dedicated,,"tận tụy, tận tâm",có tính cách chuyên môn,
specially,'speʃəli,"đặc biệt, riêng biệt",,
christian,'kristjən,(thuộc) đạo Cơ-đốc; tin vào Cơ-đốc,(thuộc) thánh,(thuộc) người văn minh
defend,di'fend,"che chở, bảo vệ, phòng thủ, chống giữ","biện hộ, bào chữa, cãi cho (ai)",là luật sư bào chữa
loads,,rất nhiều,,
valued,'vælju:d,"quý, được chuộng, được quý trọng",,
arose,ə'raiz,"xuất hiện, nảy sinh ra, xảy ra",phát sinh do; do bởi,"(thơ ca) sống lại, hồi sinh"
artistic,ɑ:'tistik,(thuộc) nghệ thuật; (thuộc) mỹ thuật,"có nghệ thuật; có mỹ thuật, khéo léo",
craft,krɑ:ft,"nghề, nghề thủ công",tập thể những người cùng nghề (thủ công),"mưu mẹo, mánh khoé, ngón xảo quyệt, ngón lừa đảo"
inevitable,in'evitəbl,"không thể tránh được, chắc chắn xảy ra ((nghĩa đen) & (nghĩa bóng))",(thông tục) vẫn thường thấy; vẫn thường nghe; quen thuộc,
tropical,'trɔpikəl,nhiệt đới,"(nghĩa bóng) nồng cháy, nồng nhiệt",
lecture,'lektʃə,bài diễn thuyết; bài lên lớp; bài thuyết trình; bài nói chuyện,"lời la mắng, lời quở trách","diễn thuyết, thuyết trình"
mild,maild,nhẹ,"êm dịu, không gắt, không xóc (thức ăn, thuốc lá, thuốc men...)","dịu dàng, hoà nhã, ôn hoà"
signature,'signitʃə,chữ ký,(âm nhạc) chìa (khoá) ((thường) key signature),(rađiô) (signature tune) điệu nhạc dạo đầu
tale,teil,"truyện, truyện ngắn","chuyện bịa đặt, chuyện nói xấu","(từ cổ,nghĩa cổ) số lượng"
weakness,'wi:knis,"tính chất yếu, tính yếu đuối, tính yếu ớt; sự ốm yếu","tính nhu nhược, tính mềm yếu (tính tình)","tính chất non kém (trí nhớ, trình độ)"
routine,ru:'ti:n,lề thói hằng ngày; công việc thường làm hằng ngày,thủ tục; lệ thường,(sân khấu) tiết mục nhảy múa; tiết mục khôi hài
agenda,ə'dʤendə,(số nhiều) những việc phải làm,chương trình nghị sự,nhật ký công tác
geography,dʤi'ɔgrəfi,khoa địa lý; địa lý học,,
accomplish,ə'kɔmpliʃ,"hoàn thành, làm xong, làm trọn","thực hiện, đạt tới (mục đích...)","làm (ai) hoàn hảo, làm (ai) đạt tới sự hoàn mỹ (về nhạc, hoạ, nữ công...)"
hidden,haid,"da sống (chưa thuộc, mới chỉ cạo và rửa)",(đùa cợt) da người,không có bất cứ một dấu vết gì
weapon,'wepən,vũ khí ((nghĩa đen) & (nghĩa bóng)),,
sympathy,'simpəθi,sự thông cảm; sự đồng tình,sự thương cảm; mối thương cảm,sự đồng ý
invasion,in'veiʤn,"sự xâm lược, sự xâm chiếm, sự xâm lấn","sự xâm phạm (quyền lợi, đời sống riêng tư...)","sự lan tràn, sự tràn ngập"
lacking,,ngu độn; ngây ngô,,
farther,'fɑ:ðə,"xa hơn; thêm hơn, hơn nữa","xa hơn; xa nữa; thêm hơn, hơn nữa","ngoài ra, vả lại (bây giờ thường dùng further)"
haven,'heivn,"bến tàu, cảng","(nghĩa bóng) nơi trú, nơi ẩn náu",
scattering,,số lượng những thứ được tung rắc,,
documentation,",dɔkjumen'teiʃn","sự chứng minh bằng tài liệu, sự dẫn chứng bằng tư liệu","sự đưa ra tài liệu, sự cung cấp tài liệu",
tremendous,tri'mendəs,"ghê gớm, kinh khủng, khủng khiếp, dữ dội",(thông tục) to lớn; kỳ lạ,
guarantee,",gærən'ti:","(pháp lý) sự bảo đảm, sự cam đoan; sự bảo lãnh","(pháp lý) người bảo đảm, người bảo lãnh",(pháp lý) người được bảo lãnh
gay,gei,"vui vẻ, vui tươi; hớn hở","tươi, rực rỡ, sặc sỡ (màu sắc, quần áo...)","(nói trại) truỵ lạc, phóng đâng, đĩ thoâ, lẳng lơ (đàn bà)"
variance,'veəriəns,"sự khác nhau, sự không đi đôi, sự không ăn khớp, sự mâu thuẫn",sự xích mích; mối bất hoà,sự thay đổi (về thời tiết...)
server,sə:v,người hầu; người hầu bàn,khay bưng thức ăn,"(thể dục,thể thao) người giao bóng (quần vợt...)"
continuously,kən'tinjuəsli,"liên tục, liên tiếp",,
northwest,,miền tây bắc,phía tây bắc,
reception,ri'sepʃn,"sự nhận, sự thu nhận, sự lĩnh","sự tiếp nhận, sự kết nạp (vào một tổ chức nào...)",sự đón tiếp
respects,,lời chào lễ phép,,
bore,bɔ:,lỗ khoan (dò mạch mỏ),nòng (súng); cỡ nòng (súng),"khoan đào, xoi"
accessible,æk'sesəbl,"có thể tới được, có thể gần được",dễ bị ảnh hưởng,dễ gần (người)
praise,preiz,"sự khen ngợi, sự ca ngợi, sự tán tụng, sự tán dương, sự ca tụng, lời khen ngợi, lời ca ngợi, lời ca tụng, lời tán tụng, lời tán dương","khen ngợi, ca ngợi, ca tụng, tán tụng, tán dương",
insight,'insait,"sự nhìn thấu được bên trong sự vật, sự hiểu thấu được bên trong sự vật; sự hiểu biết sâu sắc, sự sáng suốt",,
pupil,'pju:pl,"học trò, học sinh",(pháp lý) trẻ em được giám hộ,"(giải phẫu) con ngươi, đồng tử (mắt)"
