word,pronunciation,meaning1,meaning2,meaning3
bitch,bitʃ,"con chó sói cái, con chồn cái ((thường) bitch wolf; bitch fox)",khuốm chyến yêu luộng con mụ lẳng lơ dâm đảng; con mụ phản trắc,"(từ Mỹ,nghĩa Mỹ), nuôi) chó đẻ"
deliberation,"di,libə'reiʃn","sự suy nghĩ cân nhắc kỹ, sự suy tính thiệt hơn; sự thận trọng",cuộc bàn cãi,"sự thong thả; tính khoan thai, tính không vội vàng"
denominator,di'nɔmineitə,(toán học) mẫu số; mẫu thức,,
fascism,'fæʃizm,chủ nghĩa phát xít,,
homosexual,'houmou'seksjuəl,tình dục đồng giới,,
gamble,'gæmbl,"cuộc đánh bạc, cuộc may rủi",việc mạo hiểm được ăn cả ngã về không; việc làm liều mưu đồ ăn to (đầu cơ buôn bán...),đánh bạc
gothic,'gɔθik,(thuộc) Gô-tích,theo kiến trúc gôtic,theo kiểu chữ gôtic
ancillary,æn'siləri,"phụ thuộc, lệ thuộc",,
abundantly,,nhiều,,
spacious,'speiʃəs,"rộn lớn, rộng rãi",,
chargeable,'tʃɑ:dʤəbl,"lấy vào, ăn vào, tính vào","phải chịu, phải chịu phí tổn; phải nuôi nấng",bắt phải chịu (một thứ thuế)
bounty,'baunti,lòng rộng rãi; tính hào phóng,vật tặng,tiền thưởng; tiền khuyến khích
polk,pɔlk,nhảy pônca,,
driveway,'draivwei,"(từ Mỹ,nghĩa Mỹ) đường lái xe vào nhà (trong khu vực một toà nhà)",,
ligament,'ligəmənt,(giải phẫu) dây chằng,"(từ hiếm,nghĩa hiếm) dây ràng buộc",
synod,'sinəd,hội nghị tôn giáo,cuộc họp bàn,
plenum,'pli:nəm,"(vật lý) khoảng đầy (một chất gì, ngược với khoảng trống)",phiên họp toàn thể,hệ thống thông gió vào
conglomerate,kən'glɔmərit,khối kết,"(địa lý,địa chất) cuội kết","kết thành khối tròn, kết khối"
analyzer,'ænəlaiz,phân tích,(toán học) giải tích,
genocide,'dʤenousaid,tội diệt chủng,,
refraction,ri'frækʃn,"(vật lý) sự khúc xạ, độ khúc xạ",,
enlightened,in'laitnd,"được làm sáng tỏ, được mở mắt","được giải thoát khỏi sự ngu dốt, được giải thoát khỏi sự mê tín...",
parlor,'pɑ:lə,phòng khách (ở nhà riêng),"phòng khách riêng (ở khách sạn, quán trọ)","(từ Mỹ,nghĩa Mỹ) phòng, hiệu"
retaliation,"ri,tæli'eiʃn","sự trả đũa, sự trả thù, sự trả miếng",,
pathetic,pə'θetik,"cảm động, lâm ly, thống thiết",,
underwriting,,sự bảo hiểm (trên biển),,
enforceable,,(pháp lí) có thể đem thi hành,,
saloon,sə'lu:n,"phòng khách lớn, hội trường (ở khách sạn...)",phòng công công,"ca-bin lớn, phòng hạng nhất (tàu thuỷ); phòng hành khách (trong máy bay lớn)"
avail,ə'veil,"điều có lợi, ích lợi (chỉ dùng trong những kết hợp dưới đây)","giúp ích, có lợi cho",
empress,'empris,hoàng hậu,nữ hoàng,người đàn bà có quyền hành tuyệt đối
vernacular,və'nækjulə,"bản xứ, mẹ đẻ (ngôn ngữ)","viết bằng tiếng mẹ đẻ, viết bằng tiếng địa phương","địa phương (bệnh tật, tên cây...)"
cologne,,nước hoa co-lô-nhơ,,
allege,ə'ledʤ,"cho là, khẳng định","viện lý, dẫn chứng, viện ra, vin vào; đưa ra luận điệu rằng",
folio,'fouliou,(ngành in) khổ hai,số tờ (sách in),(kế toán) trang sổ
taxonomy,tæk'sɔnəmi,phép phân loại,nguyên tắc phân loại,
provoke,provoke,"khích, xúi giục, kích động","khiêu khích, trêu chọc, chọc tức","kích thích, khêu gợi, gây"
ragged,'rægid,"rách tã, rách tả tơi, rách rưới","bù xù, bờm xờm, dựng ngược cả lên (lông, tóc...); gồ ghề, lởm chởm (đường...)","tả tơi; rời rạc, không đều"
allusion,ə'lu:ʤn,"sự nói bóng gió, sự ám chỉ",lời ám chỉ,
fibrosis,,chứng xơ hoá,,
encompass,in'kʌmpəs,"vây quanh, bao quanh",bao gồm chứa đựng,"hoàn thiện, hoàn thành"
casino,kə'si:nou,"câu lạc bộ, nhà chơi",sòng bạc,
fiery,'faiəri,"ngụt cháy, bốc cháy, bố lửa",nảy lửa,mang lửa (tên đạn)
contagious,kən'teidʤəs,lây ((nghĩa đen) & (nghĩa bóng)),,
asymptotic,",æsimp'tɔtik",(toán học) tiệm cận,,
gastrointestinal,,thuộc dạ dày-ruột,,
abide,ə'baid,tồn tại; kéo dài,"(+ by) tôn trọng, giữ, tuân theo, chịu theo; trung thành với","(từ cổ,nghĩa cổ) ở, ngụ tại"
severance,'sevərəns,sự chia rẽ,sự cắt đứt,
drawback,'drɔ:bæk,"điều trở ngại, mặt hạn chế, mặt không thuận lợi","(thương nghiệp) số tiền thuế quan được trả lại, số tiền thuế quan được giảm (đối với hàng xuất)","(+ from) sự khấu trừ, sự giảm"
transducer,træns'dju:sə,(vật lý) máy biến năng,,
ingestion,in'dʤestʃn,sự ăn vào bụng,,
fuck,,sự giao cấu,bạn tình,interj
radiology,",reidi'ɔlədʤi",(y học) khoa tia X,,
dormant,'dɔ:mənt,"nằm ngủ, nằm im lìm, không hoạt động",(động vật học) ngủ đông; (thực vật học) ngủ,"tiềm tàng (khả năng), ngấm ngầm, âm ỉ (dục vọng...)"
stale,steil,"cũ, để đã lâu; ôi, chớm thối, chớm hỏng (thịt, trứng...)","cũ rích, nhạt nhẽo (vì nhai đi nhai lại mãi...)",luyện tập quá sức (vận động viên)
escort,'eskɔ:k - is'kɔ:t,is'kɔ:t/,đội hộ tống,người bảo vệ; người dẫn đường; người đi theo
dialysis,dai'ælisi:z,sự thẩm tách,,
precaution,pri'kɔ:ʃn,"sự phòng ngừa, sự đề phòng, sự lo trước; sự giữ gìn, sự thận trọng",,
anaerobic,",ænei'roubiən",kỵ khí,,
rectangle,"'rek,tæɳgl",hình chữ nhật,,
geographically,,"về mặt địa lý, về phương diện địa lý",,
interdisciplinary,",intə'disiplinəri",gồm nhiều ngành học thuật,,
wee,wi:,"rất nhỏ, nhỏ xíu","hi, hi hi",
crooked,'krukid,"cong, oằn, vặn vẹo; xoắn","quanh co, khúc khuỷu (con đường)",còng (lưng); khoằm (mũi)
brood,bru:d,"lứa, ổ (gà con, chim con...)","đoàn, bầy, lũ (người, súc vật)","con cái, lũ con"
occlusion,ɔ'klu:ʤn,"sự đút nút, sự bít; tình trạng bị đút nút, tình trạng bị bít",(hoá học) sự hút giữ,(y học) sự tắc (ruột...)
fixture,'fikstʃə,"vật cố định, đồ đạc đặt ở chỗ cố định",(số nhiều) (pháp lý) đồ đạc cố định (về mặt pháp lý coi như thuộc hẳn về một toà nhà nào),(thông tục) người ở lì mãi một chỗ; người ở lì mãi một chức vụ
ledge,'ledʤ,"gờ, rìa (tường, cửa...)",đá ngầm,(ngành mỏ) mạch quặng
spit,spit,cái xiên (nướng thịt trong lò quay),mũi đất (nhô ra biển),bờ ngầm
jeopardy,'dʤepədi,"nguy cơ, cảnh nguy hiểm, cảnh hiểm nghèo",,
tandem,'tændəm,xe hai ngựa thắng con trước con sau,"xe tăngđem, xe đạp hai người đạp",bộ đôi cái trước cái sau
nay,nei,"(từ cổ,nghĩa cổ) sự từ chối, sự cự tuyệt, sự trả lời không","(từ cổ,nghĩa cổ) không","không những thế; hơn thế, mà lại còn; nói cho đúng hơn"
revoke,ri'vouk,"huỷ bỏ, thủ tiêu (sắc lệnh...); rút lui (quyết định, lời hứa...)",thu hồi (giấy phép),(đánh bài) không ra một con bài cùng hoa (mắc dầu có trên tay)
receptacle,ri'septəkl,"đồ đựng (thùng, chai, lọ, hũ...)",chỗ chứa,(thực vật học) đế hoa
bipolar,bai'poulə,"(điện học) hai cực, lưỡng cực",,
motel,mou'tel,"(từ Mỹ,nghĩa Mỹ) khách sạn cạnh đường cho khách có ô tô",,
rejoice,ri'dʤɔis,"làm cho vui mừng, làm cho hoan hỉ","vui mừng, hoan","(+ in) vui hưởng (cái gì), rất hạnh phúc có được (cái gì);(đùa cợt) có (cái gì)"
neurology,njuə'rɔlədʤi,"khoa thần kinh, thần kinh học",,
immensely,i'mensli,"rất, hết sức",(thông tục) rất nhiều,
astronomical,",æstrə'nɔmik","(thuộc) thiên văn, (thuộc) thiên văn học",vô cùng to lớn,
captivity,kæp'tiviti,"tình trạng bị giam cầm, tình trạng bị câu thúc",,
sponsorship,'spɔnsəʃip,"trách nhiệm của cha đỡ đầu, trách nhiệm của mẹ đỡ đầu",,
existential,",egzis'tenʃəl","(thuộc) sự tồn tại, (thuộc) sự sống, (thuộc) sự sống còn",(triết học) khẳng định sự tồn tại,
horticulture,'hɔ:tikʌltʃə,nghề làm vườn,,
progeny,progeny,"con cái, con cháu, dòng dõi",(nghĩa bóng) kết quả,
extravagant,iks'trævigənt,"quá mức, quá độ; quá cao (giá cả)",phung phí,ngông cuồng; vô lý
uprising,p'raizi,sự thức dậy; sự đứng dậy,sự lên cao; sự mọc lên (mặt trời),sự nổi dậy; cuộc nổi dậy
aptitude,'æptitju:d,aptitude for khuynh hướng,"năng khiếu; năng lực, khả năng",
pony,'pouni,ngựa nhỏ,(từ lóng) hai mươi lăm bảng Anh,"(từ Mỹ,nghĩa Mỹ),  (thông tục) vật nhỏ bé (nhỏ hơn tiêu chuẩn bình thường)"
immersion,i'mə:ʃn,"sự nhúng, sự nhận chìm, sự ngâm nước",sự ngâm mình vào nước để rửa tội,"(nghĩa bóng) sự đắm chìm vào, sự ngập vào, sự mải mê vào (công việc, suy nghĩ...)"
sterilization,",sterilai'zeiʃn","sự khử trùng, sự làm tiệt trùng",sự làm cho cằn cỗi,sự làm mất khả năng sinh đẻ
conservatism,kən'sə:vətizm,chủ nghĩa bảo thủ,,
deference,'defərəns,"sự chiều ý, sự chiều theo","sự tôn trọng, sự tôn kính",
fraternal,frə'tə:nl,(thuộc) anh em,"(từ Mỹ,nghĩa Mỹ) hội kín",
toxicology,",tɔksi'kɔlədʤi",khoa chất độc,,
atrial,,thuộc tâm nhĩ; khoang tai ngoài,,
stump,stʌmp,gốc cây (còn lại sau khi đốn),chân răng,"mẩu chân cụt, mẩu tay cụt"
hillside,'hil'said,sườn đồi,,
streak,stri:k,"đường sọc, vệt",vỉa,"tính, nét, nết, chất"
pathogenesis,",pæθə'dʤenisis",sự phát sinh bệnh,(y học) sinh bệnh học,
embodiment,im'bɔdimənt,hiện thân,sự biểu hiện,
iodide,'aiədaid,(hoá học) Ioddua,,
monstrous,'mɔnstrəs,"kỳ quái, quái dị",khổng lồ,"gớm guốc, tàn ác, ghê gớm (tội ác...)"
floral,floral,"(thuộc) cây cỏ, (thuộc) hệ thực vật (của một vùng)",(thuộc) hoa; hoa (có) hoa (vải),
yoke,jouk,sữa chua yoke /jouk/,ách (buộc trâu bò); cặp trâu bò buộc cùng ách,đòn gánh
approx,,(viết tắt của approximately) gần khoảng,,
impending,im'pendiɳ,"sắp xảy đến, xảy đến trước mắt","treo, treo lơ lửng","(nghĩa bóng) đang đe doạ, lơ lửng trên đầu"
adhesive,əd'hi:siv,"dính, bám chắc","chất dính, chất dán",
defer,di'fə:,"hoãn, trì hoãn, để chậm lại","(từ Mỹ,nghĩa Mỹ) hoãn quân địch","theo, chiều theo, làm theo"
molasses,mə'læsiz,mật; nước rỉ đường ((cũng) treacle),"(từ Mỹ,nghĩa Mỹ) chậm như rùa",
magnification,",mægnifi'keiʃn","sự phóng đại, sự mở rộng, sự làm to","sự ca ngợi, sự tán tụng, sự tán dương",
thereunder,ðeər'ʌndə,dưới đó,,
macro,,"lớn, khổng lồ (về kích thước, khả năng...)","<tin> một lệnh đơn độc, dùng trong chương trình máy tính, thay thế cho một chuỗi các lệnh hoặc phím gõ",
refractive,ri'frækʃənl,khúc xạ,,
deterrent,di'terənt,"để ngăn cản, để ngăn chặn, để cản trở","làm nản lòng, làm nhụt chí, làm thoái chí","cái ngăn cản, cái ngăn chặn"
prop,prop,"(ngôn ngữ nhà trường) (từ lóng),  (viết tắt) của proposition, mệnh đề",(hàng không) (từ lóng) (viết tắt) của propeller,"(sân khấu),  (từ lóng),  (viết tắt) của property, đồ dùng sân khấu (trang trí, phục trang, dàn cảnh...)"
cranial,'kreinjəl,(giải phẫu) (thuộc) sọ,,
lagoon,'lə'gu:n,"(địa lý,ddịa chất) phá",,
forcibly,,"bằng sức mạnh, bằng vũ lực","sinh động, mạnh mẽ",
precarious,pri'keəriəs,"(pháp lý) tạm, tạm thời, nhất thời, không ổn định","không chắc chắn, bấp bênh, mong manh; hiểm nghèo, gieo neo","không dựa trên cơ sở chắc chắn, coi bừa là đúng, liều"
strenuous,'strenjuəs,"hăm hở, tích cực","đòi hỏi sự rán sức, căng thẳng",
longevity,lɔn'dʤeviti,sự sống lâu,,
anew,ə'nju:,"lại, một lần nữa; lại nữa; bằng cách khác",,
font,fɔnt,"bình đựng nước rửa tội, bình đựng nước thánh","bình dầu, bầu dầu (của đèn)",(thơ ca) suối nước; nguồn sông
ransom,'rænsəm,sự chuộc (một người bị bắt...),tiền chuộc,tiền lo lót (để được hưởng đặc quyền hoặc tha miễn làm gì)
soy,sɔi,"tương, nước tương","(từ hiếm,nghĩa hiếm) đậu tương, đậu nành",
thrombosis,θrɔm'bousis,(y học) chứng nghẽn mạch,,
chrome,kroum,(hoá học) crom,thuốc màu vàng,
landowner,"'lænd,ounə",địa ch,,
negation,ni'geiʃn,"sự phủ định, sự phủ nhận","sự cự tuyệt, sự từ chối",sự phản đối
smallpox,'smɔ:lpɔks,(y học) bệnh đậu mùa,,
disseminated,di'semineitid,"được gieo rắc, bị gieo rắc; được phổ biến",(y học) xơ cứng toả lan,
gentry,'dʤentri,tầng lớp quý tộc nhỏ,ghuộm hạng người,
guise,,"chiêu bài, lốt, vỏ",,
brewing,,việc làm rượu bia,mẻ rượu bia,(hàng hải) sự tích tụ mây đen báo bão
plank,plæɳk,"tấm ván (thường là loại dài, bề dày từ 5 cm đến 15 cm, bề ngang từ 23 cm trở lên)",(nghĩa bóng) mục (một cương lĩnh),(xem) walk
morphine,'mɔ:fjə,(dược học) Mocfin,,
horseback,'hɔ:sbæk,"on horseback ngồi trên lưng ngựa, cưỡi ngựa","ngồi trên lưng ngựa, cưỡi ngựa",
propensity,propensity,thiên hướng,,
unnecessarily,,xem unnecessary,,
eroded,i'roudid,"bị xói mòn, bị ăn mòn",,
migrate,mai'greit,di trú; ra nước ngoài,chuyển trường (chuyển từ trường đại học này sang trường đại học khác),
categorical,",kæti'gɔrikəl","tuyệt đối, khẳng định, vô điều kiện","rõ ràng, minh bạch; xác thực",
entomology,",entə'mɔlədʤi",(động vật học) khoa sâu bọ,,
asymmetric,",æsi'metrik",không đối xứng,,
inhalation,",inhə'leiʃn",sự hít vào,sự xông,thuốc xông
hereto,'hiə'tu:,"theo đây, đính theo đây",về vấn đề này; thêm vào điều này,
asymmetry,æ'simitri,tính không đối xứng,,
tempo,'tempou,(âm nhạc) độ nhanh,"nhịp, nhịp độ",
horticultural,",hɔ:ti'kʌltʃərəl",(thuộc) nghề làm vườn,do làm vườn sản xuất ra,
foreseeable,,"thấy trước được, dự đoán được",,
phenol,'fi:nɔl,(hoá học) Fenola,,
unidentified,'ʌnai'dentifaid,không được đồng nhất hoá,"chưa được nhận biết, chưa truy ra gốc tích",
endothelial,",endə'θi:liəl",(sinh vật học) (thuộc) màng trong,,
evangelical,",i:væn'dʤelik",(thuộc) (kinh) Phúc âm,((thường) evangelical) (thuộc) phái Phúc âm,người phái Phúc âm
quartet,kwɔ:'tet,"nhóm bốn (người, vật)",(âm nhạc) bộ tư bản nhạc cho bộ tư,
sclerosis,skliə'rousis,(y học) sự xơ cứng,(thực vật học) sự hoá cứng (màng tế bào),
fodder,'fɔdə,cỏ khô (cho súc vật ăn),cho (súc vật) ăn cỏ khô,
psyche,'saiki:,"linh hồn, tinh thần, tâm thần",(động vật học) bướm lông,
miocene,,(địa lý) thể mioxen,,
illicit,i'lisit,"trái phép, không hợp pháp",bị cấm; lậu,
barrow,'bærou,"gò, đống (chỉ dùng với tên địa điểm)",nấm mồ,(tiếng địa phương) lợn thiến
pedagogy,",pedə'gɔdʤiks","khoa sư phạm, giáo dục học",,
sporadic,spə'rædik,"rời rạc, lác đác","thỉnh thoảng, không thường xuyên",
indulgence,in'dʌldʤəns,"sự nuông chiều, sự chiều theo","sự ham mê, sự miệt mài, sự thích thú; cái thú (ham mê)",đặc ân
facsimile,fæk'simili,"bản sao, bản chép","sao, chép",
scroll,skroul,"cuộn giấy, cuộn da lừa, cuộn sách, cuộc câu đối; (từ cổ,nghĩa cổ) bảng danh sách","(từ hiếm,nghĩa hiếm) đường xoáy ốc",hình trang trí dạng cuộn
antagonism,æn'tægənizm,sự phản đối; sự phản kháng,"sự đối lập, sự tương phản, sự đối kháng",nguyên tắc đối lập
ballast,'bæləst,"bì, đồ dằn (vật nặng để giữ cho tàu, thuyền thăng bằng khi không có hàng)",đá balat,"sự chín chắn, sự chắc chắn, sự dày dạn"
orthogonal,ɔ:'θɔgənl,(toán học) trực giao,,
intoxicating,in'tɔksikeitiɳ,làm say,cất (rượu) (đối với ủ men),làm say sưa ((nghĩa bóng))
boycott,'bɔikət,sự tẩy chay,tẩy chay,
equator,i'kweitə,xích đạo,(như) equinoctial,
pictorial,pik'tɔ:riəl,(thuộc) tranh ảnh; diễn tả bằng tranh ảnh; có nhiều tranh ảnh,"diễn đạt bằng hình tượng; nhiều hình ảnh; nhiều hình tượng sinh động (văn, cách mô tả...)","báo ảnh, hoạ báo"
modular,,"tính chất môđun, môđun tính",,
precinct,'pri:siɳkt,"khoảng rào, khoảng đất có vườn bao quanh (của một toà nhà, nhà thờ...)","(số nhiều) vùng xung quanh, vùng ngoại vi, vùng ngoại ô (thành phố)",giới hạn
meteorology,",mi:tjə'rɔlədʤi",khí tượng học,,
titration,tai'treiʃn,sự chuẩn độ (dung dịch); sự xác định tuổi (hợp kim vàng),,
forge,fɔ:dʤ,lò rèn; xưởng rèn,"lò luyện kim, xưởng luyện kim","rèn (dao, móng ngựa...)"
twain,twein,"(từ cổ,nghĩa cổ) đôi, cặp, hai",,
encoding,,"(Tech) biên mã, mã hóa",,
synchronous,'siɳkrənəs,đồng thời; đồng bộ ((cũng) synchronic),,
papal,'peipəl,(thuộc) giáo hoàng,,
radiator,'reidieitə,vật bức xạ,lò sưởi,(kỹ thuật) bộ tản nhiệt (đầu máy ô tô...)
wary,'weəri,"thận trọng, cẩn thận, cảnh giác",,
skeptical,'skeptikəl,"hoài nghi, đa nghi, hay ngờ vực",theo chủ nghĩa hoài nghi; có tư tưởng hoài nghi; nhằm ủng hộ tư tưởng hoài nghi; xuất phát từ tư tưởng hoài nghi,
dehydration,",di:hai'dreiʃn",(hoá học) sự loại nước,,
simulator,'simjuleitə,"người giả vờ, người giả cách, người vờ vịt",,
citrus,'sitrəs,(thực vật học) giống cam quít,,
receivable,ri'si:vəbl,có thể nhận được; đáng nhận,báo thu,
exogenous,ek'sɔdʤinəs,"sinh ngoài, ngoại sinh",,
genealogy,",dʤi:ni'ælədʤi","khoa phả hệ (của con người, các sinh vật, ngôn ngữ...)",bảng phả hệ,
illegitimate,",ili'dʤitimit","không hợp pháp, không chính đáng",đẻ hoang (con),người giữ địa vị không hợp pháp; người giữ địa vị không chính đáng
redundancy,ri'dʌndəns,"sự thừa, sự thừa dư",sự rườm rà (văn),
clergyman,'klə:dʤimən,"giáo sĩ, tu sĩ, mục sư (nhà thờ Anh)",đợt nghỉ lễ tám ngày (từ chủ nhật này đến chủ nhật sau),
familial,fə'mijəl,(thuộc) gia đình; (thuộc) người trong gia đình,,
masculinity,",mæskju'liniti",tính chất đực; tính chất đàn ông,,
sculptor,'skʌlptə,nhà điêu khắc; thợ chạm,,
sophistication,"sə,fisti'keiʃn",sự nguỵ biện,"sự làm thành rắc rối, sự làm thành tinh vi",những thích thú phức tạp
incarnation,",inkɑ:'neiʃn",sự tạo hình hài cụ thể,hiện thân,(tôn giáo) (the Incarnation) sự hiện thân của Chúa
suspense,səs'pens,"tình trạng chờ đợi, tình trạng hồi hộp, tình trạng chưa quyết định","(pháp lý) sự tạm hoãn, sự đình chỉ; sự treo quyền",
hem,hem,"đường viền (áo, quần...)",viền,"(+ in,  about,  around) bao vây, bao bọc, bao quanh"
forensic,,"(thuộc) pháp lý, (thuộc) toà án",,
stagnation,'stægnənsi,sự ứ đọng; tình trạng tù hãm,"sự đình trệ, sự đình đốn",tình trạng mụ mẫm
spectrometry,spek'trɔmitri,(vật lý) phép đo phổ,,
empirically,,"do kinh nghiệm, theo kinh nghiệm",,
conjecture,kən'dʤektʃə,"sự phỏng đoán, sự ước đoán","cách lần đọc (câu, đoạn trong một bản viết tay cổ)","đoán, phỏng đoán, ước đoán"
stark,stɑ:k,cứng đờ,hoàn toàn,"(thơ ca) mạnh mẽ, quả quyết"
incapacity,",inkə'pæsiti","sự không đủ khả năng, sự không đủ năng lực, sự bất lực",(pháp lý) sự thiếu tư cách,
thermodynamics,",θə:moudai'næmiks",nhiệt động lực học,,
superfluous,sju:'pə:fluəs,"thừa, không cần thiết",,
slit,slit,"đường rạch, khe hở, kẻ hở","chẻ, cắt, rọc, xé toạc",(xem) weasand
scandinavian,'skændi'neivjən,(thuộc) Xcăng-đi-na-vi,người Xcăng-đi-na-vi,tiếng Xcăng-đi-na-vi
parochial,pə'roukjəl,(thuộc) xã; (thuộc) giáo khu,"(nghĩa bóng) có tính chất địa phương, hạn chế trong phạm vi địa phương nhỏ hẹp (công việc...)","(từ Mỹ,nghĩa Mỹ) trường cấp 2 3 (của một tổ chức tôn giáo)"
moderation,",mɔdə'reiʃn","sự tiết chế, sự điều độ","(số nhiều,  (thường) (viết tắt) mods) kỳ thi phần thứ nhất bằng tú tài văn chương (trường đại học Ôc-phớt)",
manifesto,",mæni'festou",bản tuyên ngôn,,
tomography,,"phương pháp rọi kiếng, chụp X quang các phần trong cơ thể, sự rọi kiếng, sự chụp X quang",,
malnutrition,'mælnju:'triʃn,"sự kém dinh dưỡng, sự thiếu ăn",,
photosynthesis,",foutə'sinθisis",(sinh vật học) sự quang hợp,,
turf,tə:f,lớp đất mặt (đầy rễ cỏ),Ai-len than bùn,(the turf) cuộc đua ngựa; nghề đua ngựa
regimen,'redʤimen,"(y học) chế độ ăn uống, chế độ dinh dưỡng, chế độ điều trị",(ngôn ngữ học) quan hệ chi phối (giữa các từ),"(từ cổ,nghĩa cổ) chế độ, chính thể"
electrophoresis,"i,lektrɔ'fɔ:ri:sis",hiện tượng điện chuyển,,
longitude,'lɔndʤitju:d,"(địa lý,ddịa chất) độ kinh",,
bombardment,bɔm'bɑ:dmənt,"sự bắn phá, sự ném bom, cuộc oanh tạc",,
bypass,'baipɑ:s,"đường vòng (để tránh một vị trí nào trên đường chính, để tránh ùn xe lại...)","(điện học) đường rẽ, sun",lỗ phun hơi đốt phụ
underdeveloped,'ʌndədi'veləpt,phát triển chưa đầy đủ,(nhiếp ảnh) rửa non,
remnant,'remnənt,"cái còn lại, vật còn thừa","dấu vết còn lại, tàn dư",mảnh vải lẻ (bán rẻ)
stout,stout,"chắc, bền","dũng cảm, can đảm; kiên cường","chắc mập, mập mạp, báo mập"
inf,,"ở dưới, ở dưới nữa, ở sau đây",,
structurally,,xem structural,,
falsely,'fɔ:lsli,sa lầm,giả dối; quay quắt,
patriarchal,",peitri'ɑ:kəl",(thuộc) tộc trưởng; (thuộc) gia trưởng,(tôn giáo) (thuộc) giáo trưởng,già cả; đáng kính
aerosol,,"bình phun (nước hoa, thuốc trừ sâu)",,
hercules,'hə:kjuli:z,"(thần thoại,thần học) thần Ec-cun (thần thoại Hy-lạp)",người khoẻ,
flotation,flotation,sự nổi; sự trôi,(hoá học) sự tách đãi,sự khai trương (một công ty); sự khởi công (một công việc)
proximate,proximate,"gần, gần nhất, sát gần","gần đúng, xấp xỉ",
venerable,'venərəbl,đáng tôn kính,,
calcareous,kæl'keəriəs,(thuộc) đá vôi,chứa đá vôi,
undivided,'ʌndi'vaidid,không bị chia,"(nghĩa bóng) trọn vẹn, hoàn toàn",
amply,,"dư dả, đầy đủ",,
vigilance,'vidʤiləns,"sự cảnh giác, sự thận trọng, sự cẩn mật",(y học) chứng mất ngủ,
saturn,'sætən,"thần Xa-tuya, thần Nông",sao Thổ,
tectonic,tek'tɔnik,xây dựng,"(địa lý,địa chất) kiến tạo",
erroneously,,"sai, nhầm",,
fascist,'fæʃist,phần tử phát xít,phát xít,
commonplace,'kɔmənpleis,điều đáng ghi vào sổ tay,việc tầm thường; lời nói tầm thường; chuyện tầm thường; chuyện cũ rích,"tầm thường; sáo, cũ rích"
workmanship,'wə:kmənʃip,"tài nghệ, sự khéo léo",tay nghề (công nhân),
blight,balit,bệnh tàn rụi (cây cối),(động vật học) rệp vừng,không khì mờ sương
residency,'reizidənsi,phủ thống sứ; toà công sứ (ở các nước thuộc địa hoặc nửa thuộc địa),,
facade,fə:sɑ:d,mặt chính (nhà),"bề ngoài vẻ ngoài, mã ngoài",
ddt,,"thuốc diệt côn trùng, thuốc DDT dichlorodiphenyl-trichloroethane",,
canopy,'kænəpi,"màn trướng (treo trên bàn thờ, trước giường)",vòm,(kiến trúc) mái che
saviour,'seivjə,vị cứu tinh,(tôn giáo) (the saviour) Đức chúa Giê-xu,
orthodoxy,'ɔ:θədɔksi,tính chất chính thống,,
silicate,'silikit,Silicat,,
miraculous,mi'rækjuləs,"thần diệu, huyền diệu","kỳ lạ, phi thường",
fiercely,,"dữ dội, mãnh liệt",,
admirably,,"đáng phục, đáng ngưỡng mộ",,
phenomenal,fi'nɔminl,"(thuộc) hiện tượng, có tính chất hiện tượng",có thể nhận thức bằng giác quan,"kỳ lạ, phi thường"
annular,'ænjulə,"hình vòng, hình khuyên",,
reminiscent,",remi'nisnt","nhớ lại; làm nhớ lại, gợi lại",,
stabilizing,,sự tạo (đảm bảo) ổn định,,
tributary,'tribjutəri,"phải nộp cống, phải triều cống (nước, người), phụ thuộc, chư hầu",nhánh (sông),người phải nộp cống; nước phải triều cống
stratigraphic,,thuộc địa tầng học,,
annotation,",ænou'teiʃn","sự chú giải, sự chú thích","lời chú giải, lời chú thích",
resilience,ri'ziliəns,"tính bật nảy; tính co giân, tính tính đàn hồi",khả năng phục hồi nhanh sức mạnh (thể chất hoặc tinh thần); sức bật,(kỹ thuật) biến dạng đàn hồi; độ dai va đập
indonesian,",indou'ni:zjən",(thuộc) In-ddô-nê-xi-a,người In-ddô-nê-xi-a,tiếng In-ddô-nê-xi-a
admissibility,"əd,misi'biliti","tính có thể chấp nhận được, tính có thể thừa nhận được",tính có thể nhận; tính có thể thu nạp; tính có thể kết nạp,
slack,slæk,"uể oải, chậm chạp","chùng, lỏng","(từ Mỹ,nghĩa Mỹ) mềm yếu, yếu ớt, nhu nhược, dễ bị ảnh hưởng, dễ bị lung lạc"
amenable,ə'mi:nəbl,"chịu trách nhiệm; phải chịu, đáng chịu","tuân theo, vâng theo","dễ bảo, biết nghe theo, phục tùng"
unresolved,' nri'z lvd,"còn do dự, chưa quyết định","không được gii quyết (vấn đề), không được gii đáp (thắc mắc)",không được tách ra thành thành phần cấu tạo
foreground,'fɔ:graund,"cảnh gần, cận cảnh",(nghĩa bóng) địa vị nổi bật,
rectum,'rektəm,(giải phẫu) ruột thẳng,,
foreword,'fɔ:wə:d,lời tựa; lời nói đầu,,
bovine,'bouvain,(thuộc) giống bò; như bò,"đần độn, ngu độn; nặng nề, chậm chạp",
discontinue,'diskən'tinju:,ngừng đình chỉ; gián đoạn,bỏ (một thói quen),"thôi không mua (báo dài hạn...), thôi (làm việc gì...)"
characteristically,,theo tính cách đặc trưng,,
