word,pronunciation,meaning1,meaning2,meaning3
column,'kɔləm,"cột, trụ ((nghĩa đen) & (nghĩa bóng))","hàng dọc; đội hình hàng dọc (đơn vị bộ đội, tàu chiến)",cột; mục (báo)
explanation,",eksplə'neiʃn","sự giảng, sự giảng giải, sự giải nghĩa, lời giảng, lời giải nghĩa","sự giải thích, sự thanh minh, lời giải thích, lời thanh minh",
royal,'rɔiəl,(thuộc) vua,(Royal) (thuộc) hoàng gia (Anh),"như vua chúa; trọng thể, sang trọng, huy hoàng, lộng lẫy"
speaker,'spi:kə,"người nói, người diễn thuyết",người thuyết minh (phim),(như) loud_speaker
silver,'silvə,bạc,đồng tiền,đồ dùng bằng bạc
exposure,iks'pouʤə,sự phơi,"sự bóc trần, sự vạch trần",sự bày hàng
extra,'ekstrə,"thêm, phụ, ngoại","thượng hạng, đặc biệt","thêm, phụ, ngoại"
seek,si:k,"tìm, đi tìm, tìm kiếm, cố tìm cho được","mưu cầu, theo đuổi, nhằm vào, cố gắng","thỉnh cầu, yêu cầu"
danger,'deindʤə,"sự nguy hiểm, mối hiểm nghèo","nguy cơ, mối đe doạ",(ngành đường sắt) (như) danger-signal
soft,sɔft,"mềm, dẻo, dễ uốn, dễ cắt","nhẵn, mịn, mượt","dịu, ôn hoà"
achieve,ə'tʃi:v,"đạt được, giành được","hoàn thành, thực hiện",
software,,phần mềm (của máy tính),,
tradition,trə'diʃn,"sự truyền miệng (truyện cổ tích, phong tục tập quán... từ đời nọ qua đời kia)",truyền thuyết,truyền thống
advertising,,(Econ) Quảng cáo.,,
advice,əd'vais,"lời khuyên, lời chỉ bảo",((thường) số nhiều) tin tức,theo những tin tức cuối cùng chúng tôi nhận được
fairly,'feəli,"công bằng, không thiên vị; chính đáng; ngay thẳng, thẳng thắn, không gian lận","khá, kha khá",hoàn toàn thật sự
fee,fi:,tiền thù lao; tiền thưởng (người hầu...),tiền nguyệt liễm; học phí,gia sản
accident,'æksidənt,"sự rủi ro, tai nạn, tai biến","sự tình cờ, sự ngẫu nhiên","cái phụ, cái không chủ yếu"
die,dai,con súc sắc,số phận (mệnh) đã định rồi,"lâm nguy, lâm vào cảnh hiểm nghèo; lâm vào thế một mất một còn"
instruments,,(Econ) Các công cụ.,,
refer,ri'fə:,"quy, quy cho, quy vào","chuyển đến (ai, tổ chức nào) để xem xét, giao cho nghiên cứu giải quyết","chỉ dẫn (ai) đến hỏi (người nào, tổ chức nào)"
pre,,"(tiền tố) trước, tiền, sẵn",,
expenditure,iks'penditʃə,sự tiêu dùng,số lượng tiêu dùng; món tiền tiêu đi; phí tổn,
appendix,ə'pendiks,phụ lục,(y học) ruột thừa ((cũng) vermiform appendix),
implementation,",implimen'teiʃn","sự thi hành, sự thực hiện đây đủ",sự bổ sung,
removal,ri'mu:vəl,"việc dời đi, việc di chuyển; sự dọn (đồ đạc...)","sự dọn nhà, sự đổi chỗ ở",sự tháo (lốp xe...)
dealing,'di:liɳ,"sự chia, sự phân phát",sự buôn bán; (số nhiều) sự gia dịch buôn bán,"thái độ đối xử, cách đối xử, cách xử sự, cách cư xử"
seed,si:d,"hạt, hạt giống",tinh dịch,"(kinh thánh) con cháu, hậu thế"
hardly,'hɑ:dli,"khắc nghiệt, nghiêm khắc, tàn tệ, cứng rắn","khó khăn, chật vật","vừa mới, chỉ vừa mới, chỉ vừa phải"
chinese,'tʃai'ni:z,(thuộc) Trung quốc,người Trung quốc,(the chinese) nhân dân Trung quốc
distinct,dis'tiɳkt,"riêng, riêng biệt; khác biệt","dễ nhận, dễ thấy, rõ ràng","rõ rệt, dứt khoát, nhất định"
operate,'ɔpəreit,hoạt động (máy...),có tác dụng,lợi dụng
ring,riɳ,cái nhẫn,cái đai (thùng...),vòng tròn
frame,freim,"cấu trúc, cơ cấu; hệ thống, thứ tự",trạng thái,"khung (ảnh, cửa, xe...), sườn (tàu, nhà...)"
intelligence,in'telidʤəns,sự hiểu biết,"khả năng hiểu biết, trí thông minh; trí óc","tin tức, tình báo; sự thu thập tin tức, sự làm tình báo, sự trao đổi tình báo; sự đánh giá tình hình trên cơ sở tình báo"
magnetic,mæg'netik,"(thuộc) nam châm, có tính từ, (thuộc) từ","(nghĩa bóng) có sức hấp dẫn mạnh, có sức lôi cuốn mạnh, có sức quyến rũ",
target,'tɑ:git,bia (để bắn),"mục tiêu, đích (đen & bóng)",(ngành đường sắt) cọc tín hiệu (cắm ở đường ghi)
familiar,fə'miljə,thuộc gia đình,"thân thuộc, thân; quen thuộc, quen (với một vấn đề)",thông thường
widely,'waidli,"nhiều, xa","rộng r i, khắp ni","thưa, thưa thớt"
flight,flight,"sự bỏ chạy, sự rút chạy",sự bay; chuyến bay,"sự truy đuổi, sự đuổi bắt"
constitutional,",kɔnsti'tju:ʃənl","(thuộc) hiến pháp, theo hiến pháp, đúng với hiến pháp",lập hiến,"(thuộc) thể tạng, (thuộc) thể chất"
square,skweə,vuông,to ngang,"đẫy, ních bụng"
respondent,ris'pɔndənt,trả lời,đáp lại (lòng tốt...),(pháp lý) ở địa vị người bị cáo
enforcement,in'fɔ:smənt,"sự thúc ép, sự ép buộc","sự bắt tôn trọng, sự bắt tuân theo; sự đem thi hành (luật lệ)",
adult,'ædʌlt,"người lớn, người đã trưởng thành",trưởng thành,
census,'sensəs,sự điều tra số dân,,
suit,sju:t,"bộ com lê, bộ quần áo (đàn ông)","lời xin, lời yêu cầu, lời thỉnh cầu",sự cầu hôn
inner,'inə,"ở trong nước, nội bộ","thân nhất, thân cận",(thuộc) tinh thần; bên trong
thereby,'ðeə'bai,"bằng cách ấy, theo cách ấy, do đó","có dính dáng tới cái đó, có liên quan tới cái đó",
pursuant,pə'sju:ənt,"theo, y theo, thực hiện theo, đeo đuổi","pursuant to theo, y theo, theo đúng",
theoretical,θiə'retik,(thuộc) lý thuyết; có tính chất lý thuyết,"(mỉa mai) lý thuyết suông, suông, không thực tế",
ahead,ə'hed,"trước, về phía trước, ở thẳng phía trước; nhanh về phía trước, lên trước","hơn, vượt","(từ Mỹ,nghĩa Mỹ),  (thông tục) ở thế lợi"
waiting,'weitiɳ,"sự đợi, sự chờ; thời gian đợi",sự hầu bàn,"đợi, chờ"
web,web,vi dệt; tấm vi,"súc giấy, cuộn giấy lớn",(động vật học) mạng
printing,'printiɳ,sự in,nghề ấn loát,
elsewhere,'els'weə,ở một nơi nào khác,,
couple,'kʌpl,"đôi, cặp",đôi vợ chồng; cặp nam nữ (đã lấy nhau hoặc đã đính hôn); cặp nam nữ nhảy quốc tế,dây xích cặp (buộc liền một cặp chó săn)
complaint,kəm'pleint,"lời than phiền, lời phàn nàn, lời oán trách, lời than thở; điều đáng phàn nàn, điều đáng than phiền","bệnh, sự đau","(từ Mỹ,nghĩa Mỹ),  (pháp lý) sự kêu nài; đơn kiện"
framework,'freimwə:k,"sườn (nhà, tàu...); khung (máy)","khung ảnh, khung tranh (nói chung)",cốt truyện
appointment,ə'pɔintmənt,"được bổ nhiệm, chức vụ được bổ nhiệm","sự hẹn gặp; giấy mời, giấy triệu tập",chiếu chỉ; sắc lệnh
velocity,vi'lɔsiti,"tốc độ, tốc lực",,
independence,",indi'pendəns",sự độc lập; nền độc lập ((cũng) independency),,
linear,'liniə,"(thuộc) nét kẻ, thuộc đường kẻ, (thuộc) đường vạch","dài, hẹp và đều nét (như một đường kẻ)",(toán học) tuyến
over,'ouvə,trên; ở trên,"trên khắp, ở khắp","hơn, trên"
japanese,",dʤæpə'ni:z",(thuộc) Nhật bản,người Nhật bản,tiếng Nhật bản
license,'laisəns,"cho phép; cấp giấy phép, cấp môn bài, cấp đăng ký","sự cho phép; giấy phép, môn bài, đăng ký","bằng, chứng chỉ"
operated,,được điều khiển,manually o. (máy tính) được điều khiển bằng tay,remotely o. được điểu khiển từ xa
twice,twais,hai lần,gấp hai,suy nghĩ chín chắn khi làm gì
permission,pə'miʃn,"sự cho phép, sự chấp nhận",phép; giấy phép,
male,meil,"trai, đực, trống","mạnh mẽ, trai tráng","con trai, đàn ông; con đực, con trống"
raise,reiz,"nâng lên, đỡ dậy; giơ lên, đưa lên, kéo lên; ngước lên, ngẩng lên","xây dựng, dựng",nuôi trồng
mid,mid,giữa,(thơ ca) (như) amid,
accounting,ə'kauntiɳ,"sự thanh toán, sự tính toán (tiền nong, sổ sách)",sự giải thích,
patent,'peitənt,"có bằng sáng chế, có bằng công nhận đặc quyền chế tạo","(thông tục) tài tình, khéo léo, tinh xảo",mỏ (cửa...)
controlled,,"được điều chỉnh, được kiểm tra",,
chain,tʃein,"dây, xích","dãy, chuỗi, loạt","thước dây (để đo chiều dài); dây (chiều dài của thước dây, bằng 20m115)"
subsection,,tiểu khu,,
partly,'pɑ:tli,"một phần, phần nào",,
apparatus,",æpə'reitəs",đồ thiết bị; máy móc,(sinh vật học) bộ máy,"đồ dùng, dụng cụ"
wild,waild,"dại, hoang (ở) rừng","chưa thuần; chưa dạn người (thú, chim)","man rợ, man di, chưa văn minh"
opposite,'ɔpəzit,"đối nhau, ngược nhau","điều trái lại, điều ngược lại","trước mặt, đối diện"
check,tʃek,"(từ Mỹ,nghĩa Mỹ) (như) cheque","sự cản trở, sự ngăn cản; sự kìm hãm; sự hạn chế; sự chặn lại; người chống cự, người ngăn cản, vật cản","(săn bắn) sự mất vết, sự mất hơi"
beauty,'bju:ti,"vẻ đẹp, sắc đẹp, nhan sắc","cái đẹp, cái hay","người đẹp, vật đẹp"
ownership,'ounəʃip,quyền sở hữu,,
mostly,'moustli,"hầu hết, phần lớn; thường là, chủ yếu là",,
equivalent,i'kwivələnt,tương đương,"vật tương đương, từ tương đương",(kỹ thuật) đương lượng
weak,wi:k,"yếu, yếu ớt","thiếu nghị lực, yếu đuối, mềm yếu, nhu nhược","kém, non; thiếu quá"
vertical,'və:tikəl,"thẳng đứng, đứng","(nghĩa bóng) ở điểm cao nhất, ở cực điểm",(giải phẫu) (thuộc) đỉnh đầu; ở đỉnh đầu
coverage,'kʌvəridʤ,vùng được gộp vào; số lượng được gôm ào,sự theo dõi để điện tin tức về (báo chí),
namely,'neimli,"là, ấy là",,
ill,il,"đau yếu, ốm","xấu, tồi, kém; ác","không may, rủi"
track,træk,"dấu, vết","((thường) số nhiều) dấu chân, vết chân","đường, đường đi, đường hẻm"
debate,di'beit,"cuộc tranh luận, cuộc thảo luận, cuộc tranh cãi",(the debates) biên bản chính thức của những phiên họp nghị viện,"tranh luận, tranh cãi, bàn cãi (một vấn đề...)"
tel,,điện báo (telegraph (ic)),"(số) dây nói, điện thoại (telephone (number))",
intensity,in'tensiti,"độ mạnh, cường độ","sức mạnh; tính mãnh liệt, tính dữ dội",sự xúc cảm mãnh liệt
unknown,'ʌn'noun,"không biết, chưa từng ai biết, lạ",chưa có tiếng; vô danh,điều chưa biết
african,'æfrikən,thuộc Châu phi,người Châu phi,
variable,'veəriəbl,có thể thay đổi,"hay thay đổi; thay đổi, biến thiên","(từ Mỹ,nghĩa Mỹ),  (địa lý,địa chất) variable zone ôn đới"
reflect,ri'flekt,"phản chiếu, phản xạ, dội lại",phản ánh,"mang lại (hành động, kết quả...)"
favor,'feivə,thiện ý; sự quý mến,"sự đồng ý, sự thuận ý",sự chiếu cố; sự thiên vị; ân huệ; đặc ân
res,,số nhiều,đồ vật,
audience,'ɔ:djəns,"những người nghe, thính giả; người xem, khán giả; bạn đọc, độc giả",sự nghe,"sự hội kiến, sự yết kiến; sự tiếp kiến"
violation,",vaiə'leiʃn","sự vi phạm, sự xâm phạm; sự làm trái",sự hãm hiếp,sự phá rối
customer,'kʌstəmə,khách hàng,"(thông tục) gã, anh chàng",
corps,kɔ:ps,(quân sự) quân đoàn,đoàn,
bear,beə,"mang, cầm, vác, đội, đeo, ôm","chịu, chịu đựng","sinh, sinh sản, sinh lợi"
bible,'baibl,kinh thánh,,
decide,di'said,"giải quyết, phân xử",quyết định,"lựa chọn, quyết định chọn"
diagnosis,",daiəg'nousis",(y học) phép chẩn đoán; sự chẩn đoán; lời chẩn đoán,(sinh vật học) sự miêu tả đặc trưng,
wealth,welθ,"sự giàu có, sự giàu sang","tính chất có nhiều, sự phong phú",của cải
novel,'nɔvəl,"mới, mới lạ, lạ thường","tiểu thuyết, truyện",
lose,lu:z,mất không còn nữa,"mất, mất hút, không thấy nữa; lạc, thất lạc","bỏ lỡ, bỏ uổng, bỏ qua"
gradually,,"dần dần, từ từ",,
truly,'tru:li,"thật, sự thật, đúng","thành thật, thành khẩn, chân thành",trung thành
guard,gɑ:d,"(thể dục,thể thao) sự thủ thế, sự giữ miếng (đấu gươm, quyền Anh...)",sự đề phòng,cái chắn
acting,'æktiɳ,hành động,"(sân khấu) nghệ thuật đóng kịch (kịch, phim, chèo, tuồng); sự thủ vai, sự đóng kịch",hành động
consequence,'kɔnsikwəns,"hậu quả, kết quả",(toán học) hệ quả,"tầm quan trọng, tính trọng đại"
wine,wain,rượu vang; rượu,rượu thuốc,tiệc rượu sau bữa ăn (ở các trường đại học)
personality,,"nhân cách, tính cách",nhân phẩm; cá tính; lịch thiệp,tính chất là người
depend,di'pend,"(+ on,  upon) phụ thuộc, tuỳ thuộc, tuỳ thuộc","(+ on,  upon) dựa vào, ỷ vào, trông mong vào",(+ upon) tin vào
lie,lai,"sự nói dối, sự nói láo, sự nói điêu, sự dối trá; sự lừa dối, sự lừa gạt",điều tin tưởng sai lầm; ước lệ sai lầm,lừa dối bằng hành động
crown,kraun,"mũ miện; vua, ngôi vua","vòng hoa, vòng lá (đội trên đầu); (nghĩa bóng) phần thưởng","đỉnh, ngọn, chóp, chỏm (núi, cây, mũ...)"
passing,'pɑ:siɳ,"sự qua, sự trôi qua (thời gian...)","qua đi, trôi qua","thoáng qua, giây lát; ngẫu nhiên, tình cờ"
prepare,pri'peə,"sửa soạn sắm sửa, chuẩn bị, dự bị","soạn (bài); chuẩn bị cho, rèn cặp cho (ai đi thi...)","điều chế, pha chế (thuốc); làm, dọn, nấu (cơm, thức ăn)"
won,win,sự thắng cuộc,"chiếm, đoạt, thu được, nhận được, kiếm được, có được",thắng cuộc; thắng
nursing,,"sự chăm sóc bệnh nhân, sự điều dưỡng",,
uniform,'ju:nifɔ:m,"đồng dạng, cùng một kiểu, giống nhau","không thay đổi, không biến hoá, đều",đồng phục; (quân) quân phục
banking,'bæɳkiɳ,công việc ngân hàng,,
opposed,,"chống lại, phản đối",,
host,houst,chủ nhà,chủ tiệc,"chủ khách sạn, chủ quán trọ"
planned,plænd,có kế hoạch,,
tone,toun,tiếng; (nhạc) âm,giọng,sức khoẻ; trương lực
raw,rɔ:,sống (chưa nấu chín),"thô, chưa tinh chế, còn nguyên chất, sống","non nớt, chưa có kinh nghiệm, mới vào nghề"
behaviour,bi'heivjə,"thái độ, cách đối xử; cách cư xử, cách ăn ở; tư cách đạo đức",cách chạy (máy móc); tác động (chất...),"gắng có thái độ tốt, gắng đối xử tốt; hết sức thận trọng giữ gìn trong cách đối xử sao cho đúng đắn"
publishing,,công việc xuất bản; nghề xuất bản,,
senior,'si:njə,"Senior nhiều tuổi hơn, bố (ghi sau tên họ người, để phân biệt hai bố con cùng tên hay hai ba học sinh cùng tên)","nhiều tuổi hơn, cao cấp hơn, lâu năm hơn, ở trình độ cao hơn; ở trình độ cao nhất",người lớn tuổi hơn
screen,skri:n,"bình phong, màn che","(vật lý) màn, tấm chắn","bảng, thông báo (có lưới sắt mắt cáo...)"
liberty,'libəti,"tự do, quyền tự do","sự tự tiện, sự mạn phép","((thường) số nhiều) thái độ sỗ sàng, thái độ coi thường, thái độ nhờn, thái độ tuỳ tiện"
covering,'kʌvəriɳ,"cái bao, cái bọc, vật che phủ, lớp phủ ngoài",cái nắp,"sự bao bọc, sự phủ, sự che đậy"
abroad,ə'brɔ:d,"ở nước ngoài, ra nước ngoài","khắp nơi, đang truyền đi khắp nơi",ngoài trời (đối với trong nhà)
reflected,,phản xạ,,
challenge,'tʃælindʤ,"(quân sự) tiếng hô ""đứng lại"" (của lính đứng gác)",sự thách thức,(pháp lý) sự không thừa nhận
quick,kwik,"thịt mềm (dưới móng tay, móng chân, trong vết thương)","tâm can, ruột gan; chỗ nhạy cảm nhất","(the quick) (từ cổ,nghĩa cổ) những người còn sống"
fail,feil,sự hỏng thi,người thi hỏng,"chắc chắn, nhất định"
encourage,in'kʌridʤ,"làm can đảm, làm mạnh dạn","khuyến khích, cổ vũ, động viên","giúp đỡ, ủng hộ"
commitment,kə'mitmənt,(như) committal,trát bắt giam,sự phạm (tội...)
delay,di'lei,sự chậm trễ; sự trì hoãn,điều làm trở ngại; sự cản trở,làm chậm trễ
repair,ri'peə,"sự sửa chữa, sự tu sửa",sự hồi phục,"tình trạng sử dụng được, tình trạng còn tốt"
heating,'hi:tiɳ,"sự đốt nóng, sự đun nóng; sự làm nóng","(kỹ thuật),  (vật lý) sự nung; sự nóng lên",
entrance,'entrəns,sự đi vào,(sân khấu) sự ra (của diễn viên),sự nhậm (chức...)
unusual,n'ju: u l,"không thường, không thông thường, không thường dùng, không quen",tuyệt vời,(ngôn ngữ học) ít dùng
architecture,'ɑ:kitektʃə,"thuật kiến trúc, khoa kiến trúc, khoa xây dựng","công trình kiến trúc, công trình xây dựng; cấu trúc",kiểu kiến trúc
pretty,'priti,"xinh, xinh xinh, xinh xắn, xinh đẹp","hay hay, thú vị, đẹp mắt","đẹp, hay, cừ, tốt..."
realize,'riəlaiz,"thực hiện, thực hành (kế hoạch hy vọng...)","thấy rõ, hiểu rõ, nhận thức rõ (việc gì...)",tả đúng như thật; hình dung (việc gì...) đúng như thật
worse,wə:s,"xấu hơn, tồi hơn, dở hơn",ác hơn,nguy hiểm hơn
fault,fɔ:lt,sự thiếu sót; khuyết điểm,điểm lầm lỗi; sự sai lầm,tội lỗi (trách nhiệm về một sai lầm)
occupation,",ɔkju'peiʃn","sự chiếm, sự giữ, sự chiếm giữ, sự chiếm đóng",sự ở (một ngôi nhà),thời hạn thuê
empty,'empti,"trống, rỗng, trống không, không","rỗng, không có đồ đạc; không có người ở (nhà)","rỗng tuếch (người); không có nội dung, vô nghĩa (sự việc); hão, suông (lời hứa)"
calendar,'kælində,lịch (ghi năm tháng),lịch công tác,(tôn giáo) danh sách các vị thánh
seriously,'siəriəsli,"đứng đắn, nghiêm trang","nghiêm trọng, trầm trọng, nặng","thật sự, không đùa"
supporting,sə'pɔ:tiɳ,"chống, đỡ",phụ,
transaction,træn'zækʃn,sự thực hiện; sự giải quyết,sự quản lý kinh doanh; công việc kinh doanh; sự giao dịch,(số nhiều) văn kiện hội nghị chuyên môn
ending,'endiɳ,"sự kết thúc, sự chấm dứt","sự kết liễu, sự diệt",phần cuối
fashion,'fæʃn,kiểu cách; hình dáng,"mốt, thời trang",(sử học);(đùa cợt) tập tục phong lưu đài các
productivity,productivity,"sức sản xuất; năng suất, hiệu suất",,
gender,'dʤendə,(ngôn ngữ học) giống,(thơ ca) (như) engender,
advanced,əd'vɑ:nst,"tiên tiến, tiến bộ, cấp tiến","cao, cấp cao",
reply,ri'plai,"câu trả lời, lời đáp","trả lời, đáp lại",
smooth,smu:ð,"nhẫn, trơn, mượt; bằng phẳng, lặng","trôi chảy, êm thấm","êm, dịu; nhịp nhàng uyển chuyển"
roots,,"(Econ) Các nghiệm, căn số.",,
unfortunately,,"(+for sombody) một cách đáng tiếc, không may",,
successfully,,"có kết quả, thành công, thắng lợi, thành đạt",,
driven,draiv,"cuộc đi xe, cuộc đi chơi bằng xe","(từ Mỹ,nghĩa Mỹ) đường lái xe vào nhà (trong khu vực một toà nhà)","sự lùa (thú săn), sự săn đuổi, sự dồn (kẻ địch)"
hit,hit,"đòn, cú đánh trúng (đấm, bắn, ném)",việc thành công; việc đạt kết quả; việc may mắn,"((thường) + at) lời chỉ trích cay độc, nhận xét gay gắt"
lips,,(vt của LISt Processing) tên ngôn ngữ lập trình,,
compare,kəm'peə,"(+ with) so, đối chiếu",(+ to) so sánh,"(ngôn ngữ học) tạo cấp so sánh (của tính từ, phó từ)"
lying,'laiiɳ,"sự nói dối, thói nói dối",sự nằm,"nơi nằm, chỗ nằm"
chest,tʃest,"rương, hòm, tủ, két",tủ com mốt ((cũng) chest of drawers),ngực
serving,,ống bọc cáp,"một phần nhỏ thức ăn, thức uống",
display,dis'plei,"sự bày ra, sự phô bày, sự trưng bày","sự phô trương, sự khoe khoang","sự biểu lộ, sự để lộ ra"
struck,straik,"đánh, đập","đánh, điểm",đúc
gun,,súng,phát đại bác,<lóng> súng lục
shell,ʃelf,vỏ; bao; mai,vỏ tàu; tường nhà,quan tài trong
passenger,'pæsindʤə,hành khách (đi tàu xe...),"(thông tục) thành viên không có khả năng làm được trò trống gì; thành viên kém không đóng góp đóng góp được gì (cho tổ, đội...)",(định ngữ) (thuộc) hành khách; để chở hành khách
silence,'sailidʤ,"sự lặng thinh, sự nín lặng",tính trầm lặng,sự im hơi lặng tiếng
inch,intʃ,đảo nhỏ (Ê-cốt),"insơ (đơn vị đo chiều dài Anh bằng 2, 54 cm)","mức (nước, mưa...) một insơ"
perfectly,'pə:fiktli,"hoàn toàn, hoàn hảo",,
straight,streit,thẳng,"thẳng, thẳng thắn, chân thật","ngay ngắn, đều"
dust,dʌst,bụi,rác,(thực vật học) phấn hoa
lowest,,thấp nhất; nhỏ nhất,,
remote,ri'mout,"xa, xa xôi, xa xăm","xa cách, cách biệt (thái độ...)",hẻo lánh
forming,,sự tạo hình; sự định hình,,
latest,'leitist,"muộn nhất; mới nhất, gần đây nhất",,
gate,geit,cổng,số người mua vé vào xem (một trận đấu thể thao...),tiền mua vé (trận đấu thể thao...) ((cũng) gate-money)
furniture,'fə:nitʃə,đồ đạc (trong nhà),"(từ Mỹ,nghĩa Mỹ) trang bị (của máy móc, tàu bè)","(ngành in) cái chèn,  lanhgô"
diet,'daiət,nghị viên (ở các nước khác nước Anh),hội nghị quốc tế,((thường) ở Ê-cốt) cuộc họp một ngày
musical,'mju:zikəl,"(thuộc) nhạc, (thuộc) âm nhạc","du dương, êm tai, thánh thót","thích nhạc, có năng khiếu về nhạc, biết thưởng thức nhạc; giỏi nhạc"
automatic,",ɔ:tə'mætik",tự động,"vô ý thức, máy móc",máy tự động; thiết bị tự động
calling,'kɔ:liɳ,"xu hướng, khuynh hướng (mà mình cho là đúng)",nghề nghiệp; tập thể những người cùng nghề,sự gọi
shock,ʃɔk,"sự đụng chạm, sự va chạm","sự đột xuất, sự đột biến, sự đột khởi",(nghĩa bóng) sự tấn công mãnh liệt và đột ngột
deeply,'di:pli,sâu,"sâu xa, sâu sắc","hết sức, vô cùng"
wet,wet,"ẩm; ướt, thấm nước, đẫm nước, đầm đìa",có mưa,"(hội họa) chưa khô, còn ướt"
pilot,'pailət,(hàng hải) hoa tiêu,"(hàng không) người lái (máy bay), phi công",(nghĩa bóng) người dẫn đường (đi săn...)
flood,flood,"lũ, lụt, nạn lụt","dòng cuồn cuộn; sự tuôn ra, sự chảy tràn ra ((nghĩa đen) & (nghĩa bóng))",nước triều lên ((cũng) flood-tide)
federation,",fedə'reiʃn",sự thành lập liên đoàn; liên đoàn,sự thành lập liên bang; liên bang,
promise,promise,"lời hứa, điều hứa, điều hẹn ước; sự hứa hẹn","(nghĩa bóng) triển vọng, hứa hẹn","chốn thiên thai, nơi cực lạc"
acceptable,ək'septəbl,"có thể nhận, có thể chấp nhận",có thể thừa nhận,"thoả đáng, làm hài lòng; được hoan nghênh, được tán thưởng"
alive,ə'laiv,"sống, còn sống, đang sống","vẫn còn, còn tồn tại, còn có hiệu lực, còn giá trị","nhan nhản, nhung nhúc, lúc nhúc"
citizen,'sitizn,người dân thành thị,"công dân, dân","(từ Mỹ,nghĩa Mỹ) người thường dân (trái với quân đội)"
sudden,'sʌdn,"thình lình, đột ngột",of (on) a sudden bất thình lình,
drawing,'drɔ:iɳ,"sự kéo, sự lấy ra, sự rút ra","thuật vẽ (vẽ hoạ đồ, vẽ kỹ thuật, không màu hoặc một màu)","bản vẽ, bức vẽ (vẽ đồ hoạ vẽ kỹ thuật, không màu hoặc một màu)"
roof,ru:f,"mái nhà, nóc",vòm,nóc xe
rent,rent,chỗ rách (ở quần áo); kẽ hở (ở đám mây); khe lá,"chỗ nẻ, kẽ nứt (ở mặt đất), khe núi","(nghĩa bóng) sự phân ly, sự chia rẽ (trong một đảng...)"
helpful,'helpful,giúp đỡ; giúp ích; có ích,,
wisdom,'wizd m,tính khôn ngoan,"sự từng tri, sự lịch duyệt","kiến thức, học thức, sự hiểu biết, sự thông thái"
murder,'mə:də,"tội giết người, tội ám sát",la ó om sòm,"(từ Mỹ,nghĩa Mỹ),  (từ lóng) nghịch ngợm (phá phách...) mà không bị làm sao"
joy,dʤɔi,"sự vui mừng, sự hân hoan, sự vui sướng",niềm vui,"(thơ ca) vui mừng, vui sướng"
roll,'roulkɔ:l,"cuốn, cuộn, súc, ổ",ổ bánh mì nhỏ (để ăn sáng...),"văn kiện, hồ sơ"
lateral,'lætərəl,ở bên,"phần bên, bộ phận bên, vật bên",
stored,,được tích trữ; bảo quản,,
broke,brouk,"khánh kiệt, túng quẫn, bần cùng",,
artificial,",ɑ:ti'fiʃəl",nhân tạo,"không tự nhiên, giả tạo; giả",
honor,'ɔnə,"(từ Mỹ,nghĩa Mỹ) (như) honour",,
strike,straik,"đánh, đập","đánh, điểm",đúc
faced,,(tạo nên tính từ ghép) có một kiểu mặt được nói rõ,red-faced,mặt đỏ
wise,waiz,"khôn, khôn ngoan","có kinh nghiệm, từng tri, hiểu biết, lịch duyệt",thông thạo
nervous,'nə:vəs,(thuộc) thần kinh,"dễ bị kích thích; nóng nảy, bực dọc; hay hoảng sợ; hay lo lắng, hay bồn chồn","có dũng khí, có khí lực, mạnh mẽ"
dependence,di'pendəns,"sự phụ thuộc, sự tuỳ thuộc, sự tuỳ theo; tính phụ thuộc","sự dựa vào, sự ỷ vào; sự nương tựa; chỗ dựa, chỗ nương tựa (để sống)","sự tin, sự tin cậy"
facing,'feisiɳ,sự đương đầu (với một tình thế),sự lật (quân bài),sự quay (về một hướng)
receipt,ri'si:t,"công thức (làm bánh, nấu món ăn...)",đơn thuốc,sự nhận được (thơ...)
attractive,ə'træktiv,hút,"thu hút, hấp dẫn, lôi cuốn, quyến rũ; có duyên",
lane,lein,"đường nhỏ, đường làng","đường hẻm, ngõ hẻm (ở thành phố)",khoảng giữa hàng người
helping,'helpiɳ,sự giúp đỡ,phần thức ăn đưa mời,
drew,drɔ:,"sự kéo; sự cố gắng, sự nỗ lực","sức quyến rũ, sức hấp dẫn, sức lôi cuốn; người có sức quyến rũ, vật có sức lôi cuốn",sự rút thăm; sự mở số; số trúng
focused,,điều tiêu; hội tụ,,
logical,'lɔdʤikəl,hợp với lôgic; theo lôgic; hợp lý,,
walking,'wɔ:kiɳ,"sự đi, sự đi bộ",sự đi dạo,đi bộ
regularly,'regjuləri,"đều đều, đều đặn, thường xuyên","theo quy tắc, có quy củ","(thông tục) hoàn toàn, thật s"
pleased,,hài lòng (thể hiện sự thoả mãn về ai/cái gì),"(+to do something) sẵn lòng, vui mừng, vui vẻ được làm cái gì",
trained,,lành nghề; có tay nghề,được huấn luyện,
childhood,'tʃaildhud,"tuổi thơ ấu, thời thơ ấu",trở lại thời kỳ như trẻ con; lẩm cẩm (người già),
belong,bi'lɔɳ,"thuộc về, của, thuộc quyền sở hữu","thuộc vào (chỗ nào), ở (chỗ nào)","thuộc về bổn phận của, là việc của; có liên quan tới"
shook,ʃuk,bộ ván và nắp thùng (sắp đóng thành thùng),,
comparative,kəm'pærətiv,so sánh,tương đối,(ngôn ngữ học) cấp so sánh
